"Latitude","Longitude","NRNAME","Protocol","WetlandType","WSite","Site","Year","HFCategory","Area_percent"
53.872318,-112.986923,"Boreal","Terrestrial","Bog","1018","1018",2011,"Agriculture",44.2167448719801
53.71125,-114.873329,"Boreal","Terrestrial","Bog","1079","1079",2013,"Agriculture",0.293951128017039
59.304123,-114.945435,"Boreal","Terrestrial","Bog","111","111",2013,"Agriculture",0
59.279404,-114.582375,"Boreal","Terrestrial","Bog","112","112",2013,"Agriculture",0
59.245296,-114.18441,"Boreal","Terrestrial","Bog","113","113",2013,"Agriculture",0
53.104702,-114.714417,"Boreal","Terrestrial","Bog","1178","1178",2013,"Agriculture",94.8138192610842
53.104702,-114.714417,"Boreal","Terrestrial","Bog","1178","1178",2014,"Agriculture",94.8138192610842
59.447678,-119.101288,"Boreal","Terrestrial","Bog","128","128",2014,"Agriculture",0
59.869965,-112.579437,"Boreal","Terrestrial","Bog","13","13",2009,"Agriculture",0
59.869965,-112.579437,"Boreal","Terrestrial","Bog","13","13",2016,"Agriculture",0
59.796967,-112.230896,"Boreal","Terrestrial","Bog","14","14",2009,"Agriculture",0
59.796967,-112.230896,"Boreal","Terrestrial","Bog","14","14",2016,"Agriculture",0
59.255928,-119.221596,"Boreal","Terrestrial","Bog","157","157",2014,"Agriculture",0
59.227409,-118.438774,"Boreal","Terrestrial","Bog","159","159",2014,"Agriculture",0
59.105827,-117.153389,"Boreal","Terrestrial","Bog","163","163",2012,"Agriculture",0
59.125423,-116.707664,"Boreal","Terrestrial","Bog","164","164",2012,"Agriculture",0
59.085716,-116.429916,"Boreal","Terrestrial","Bog","165","165",2012,"Agriculture",0
58.5611,-110.643715,"Boreal","Terrestrial","Bog","182","182",2012,"Agriculture",0
58.5611,-110.643715,"Boreal","Terrestrial","Bog","182","182",2013,"Agriculture",0
59.08355,-119.146049,"Boreal","Terrestrial","Bog","186","186",2014,"Agriculture",0
58.978397,-117.153389,"Boreal","Terrestrial","Bog","192","192",2012,"Agriculture",0
58.878773,-116.427071,"Boreal","Terrestrial","Bog","194","194",2013,"Agriculture",0
58.3046,-110.380775,"Boreal","Terrestrial","Bog","212","212",2012,"Agriculture",0
58.3046,-110.380775,"Boreal","Terrestrial","Bog","212","212",2013,"Agriculture",0
58.28754,-110.057426,"Boreal","Terrestrial","Bog","213","213",2013,"Agriculture",0
58.868587,-119.264351,"Boreal","Terrestrial","Bog","216","216",2007,"Agriculture",0
58.699387,-116.201263,"Boreal","Terrestrial","Bog","225","225",2014,"Agriculture",0
58.374332,-112.436066,"Boreal","Terrestrial","Bog","236","236",2016,"Agriculture",0
58.276688,-111.740158,"Boreal","Terrestrial","Bog","238","238",2013,"Agriculture",0
58.639572,-118.591812,"Boreal","Terrestrial","Bog","248","248",2007,"Agriculture",0
58.205688,-112.512741,"Boreal","Terrestrial","Bog","266","266",2016,"Agriculture",0
58.522884,-118.900536,"Boreal","Terrestrial","Bog","277","277",2007,"Agriculture",0
57.974468,-111.857712,"Boreal","Terrestrial","Bog","298","298",2013,"Agriculture",0
57.931255,-113.273994,"Boreal","Terrestrial","Bog","323","323",2010,"Agriculture",0
57.931255,-113.273994,"Boreal","Terrestrial","Bog","323","323",2016,"Agriculture",0
57.876133,-113.004417,"Boreal","Terrestrial","Bog","324","324",2010,"Agriculture",0
57.876133,-113.004417,"Boreal","Terrestrial","Bog","324","324",2016,"Agriculture",0
57.861206,-112.580597,"Boreal","Terrestrial","Bog","325","325",2010,"Agriculture",0
57.861206,-112.580597,"Boreal","Terrestrial","Bog","325","325",2016,"Agriculture",0
57.810936,-112.311165,"Boreal","Terrestrial","Bog","326","326",2014,"Agriculture",0
57.788807,-111.969208,"Boreal","Terrestrial","Bog","327","327",2014,"Agriculture",0
57.578438,-110.360809,"Boreal","Terrestrial","Bog","332","332",2011,"Agriculture",0
57.578438,-110.360809,"Boreal","Terrestrial","Bog","332","332",2013,"Agriculture",0
57.685524,-112.631378,"Boreal","Terrestrial","Bog","354","354",2010,"Agriculture",0
57.685524,-112.631378,"Boreal","Terrestrial","Bog","354","354",2016,"Agriculture",0
57.375259,-110.357719,"Boreal","Terrestrial","Bog","361","361",2011,"Agriculture",0
57.375259,-110.357719,"Boreal","Terrestrial","Bog","361","361",2013,"Agriculture",0
57.372757,-111.760498,"Boreal","Terrestrial","Bog","387","387",2014,"Agriculture",0
57.268986,-110.721565,"Boreal","Terrestrial","Bog","390","390",2007,"Agriculture",0
57.268986,-110.721565,"Boreal","Terrestrial","Bog","390","390",2015,"Agriculture",0
57.260525,-110.455292,"Boreal","Terrestrial","Bog","391","391",2011,"Agriculture",0
57.260525,-110.455292,"Boreal","Terrestrial","Bog","391","391",2013,"Agriculture",0
57.508667,-115.175079,"Boreal","Terrestrial","Bog","407","407",2013,"Agriculture",0
57.492027,-114.845024,"Boreal","Terrestrial","Bog","408","408",2013,"Agriculture",0
59.946846,-119.345093,"Boreal","Terrestrial","Bog","41","41",2014,"Agriculture",0
57.38126,-113.492157,"Boreal","Terrestrial","Bog","412","412",2008,"Agriculture",0
57.38126,-113.492157,"Boreal","Terrestrial","Bog","412","412",2015,"Agriculture",0
57.294983,-112.846794,"Boreal","Terrestrial","Bog","414","414",2008,"Agriculture",0
57.294983,-112.846794,"Boreal","Terrestrial","Bog","414","414",2015,"Agriculture",0
57.246872,-112.510162,"Boreal","Terrestrial","Bog","415","415",2011,"Agriculture",0
57.246872,-112.510162,"Boreal","Terrestrial","Bog","415","415",2013,"Agriculture",0
57.150703,-111.222115,"Boreal","Terrestrial","Bog","419","419",2013,"Agriculture",0
57.12814,-110.874931,"Boreal","Terrestrial","Bog","420","420",2013,"Agriculture",0
57.056065,-110.574104,"Boreal","Terrestrial","Bog","421","421",2012,"Agriculture",0
57.056065,-110.574104,"Boreal","Terrestrial","Bog","421","421",2013,"Agriculture",0
57.572441,-118.473648,"Boreal","Terrestrial","Bog","427","427",2012,"Agriculture",0
57.338673,-115.147408,"Boreal","Terrestrial","Bog","437","437",2013,"Agriculture",0
57.335743,-114.848801,"Boreal","Terrestrial","Bog","438","438",2013,"Agriculture",0
57.164497,-112.87368,"Boreal","Terrestrial","Bog","444","444",2008,"Agriculture",0
57.164497,-112.87368,"Boreal","Terrestrial","Bog","444","444",2015,"Agriculture",0
57.059208,-112.259789,"Boreal","Terrestrial","Bog","446","446",2011,"Agriculture",0
57.059208,-112.259789,"Boreal","Terrestrial","Bog","446","446",2013,"Agriculture",0
56.976021,-111.28054,"Boreal","Terrestrial","Bog","449","449",2013,"Agriculture",0
56.909969,-110.963531,"Boreal","Terrestrial","Bog","450","450",2013,"Agriculture",0
57.188461,-115.144821,"Boreal","Terrestrial","Bog","467","467",2013,"Agriculture",0
56.894363,-112.319595,"Boreal","Terrestrial","Bog","476","476",2011,"Agriculture",0
56.894363,-112.319595,"Boreal","Terrestrial","Bog","476","476",2013,"Agriculture",0
56.868309,-111.964401,"Boreal","Terrestrial","Bog","477","477",2012,"Agriculture",0
56.868309,-111.964401,"Boreal","Terrestrial","Bog","477","477",2013,"Agriculture",0
56.755344,-111.322632,"Boreal","Terrestrial","Bog","479","479",2013,"Agriculture",0
56.739231,-110.993187,"Boreal","Terrestrial","Bog","480","480",2013,"Agriculture",0
56.651634,-110.02491,"Boreal","Terrestrial","Bog","483","483",2011,"Agriculture",0
56.651634,-110.02491,"Boreal","Terrestrial","Bog","483","483",2013,"Agriculture",0
56.904362,-114.559021,"Boreal","Terrestrial","Bog","500","500",2014,"Agriculture",0
56.885067,-114.255661,"Boreal","Terrestrial","Bog","501","501",2014,"Agriculture",0
56.703514,-112.361649,"Boreal","Terrestrial","Bog","507","507",2009,"Agriculture",0
56.703514,-112.361649,"Boreal","Terrestrial","Bog","507","507",2013,"Agriculture",0
56.602238,-111.343719,"Boreal","Terrestrial","Bog","510","510",2014,"Agriculture",0
57.12088,-119.900093,"Boreal","Terrestrial","Bog","515","515",2007,"Agriculture",0
56.777458,-115.052505,"Boreal","Terrestrial","Bog","530","530",2009,"Agriculture",0
56.777458,-115.052505,"Boreal","Terrestrial","Bog","530","530",2015,"Agriculture",0
56.744755,-114.707581,"Boreal","Terrestrial","Bog","531","531",2014,"Agriculture",0
56.668095,-114.006927,"Boreal","Terrestrial","Bog","533","533",2014,"Agriculture",0
56.549435,-112.45282,"Boreal","Terrestrial","Bog","538","538",2009,"Agriculture",0
56.549435,-112.45282,"Boreal","Terrestrial","Bog","538","538",2013,"Agriculture",0
59.678719,-114.780563,"Boreal","Terrestrial","Bog","54","54",2013,"Agriculture",0
56.389679,-111.437485,"Boreal","Terrestrial","Bog","541","541",2014,"Agriculture",0
56.670578,-115.698334,"Boreal","Terrestrial","Bog","559","559",2009,"Agriculture",0
56.670578,-115.698334,"Boreal","Terrestrial","Bog","559","559",2015,"Agriculture",0
59.642456,-114.057098,"Boreal","Terrestrial","Bog","56","56",2013,"Agriculture",0
56.568848,-114.355988,"Boreal","Terrestrial","Bog","563","563",2014,"Agriculture",0
56.529064,-114.080284,"Boreal","Terrestrial","Bog","564","564",2014,"Agriculture",0
56.333176,-112.122169,"Boreal","Terrestrial","Bog","570","570",2009,"Agriculture",0
56.333176,-112.122169,"Boreal","Terrestrial","Bog","570","570",2013,"Agriculture",0
56.109257,-110.594681,"Boreal","Terrestrial","Bog","575","575",2007,"Agriculture",0
56.109257,-110.594681,"Boreal","Terrestrial","Bog","575","575",2015,"Agriculture",0
56.733891,-119.645256,"Boreal","Terrestrial","Bog","578","578",2012,"Agriculture",0
56.731594,-119.276932,"Boreal","Terrestrial","Bog","579","579",2012,"Agriculture",0
56.626186,-117.39534,"Boreal","Terrestrial","Bog","585","585",2007,"Agriculture",0
56.626186,-117.39534,"Boreal","Terrestrial","Bog","585","585",2015,"Agriculture",0
56.345901,-114.465256,"Boreal","Terrestrial","Bog","594","594",2013,"Agriculture",0
56.345901,-114.465256,"Boreal","Terrestrial","Bog","594","594",2016,"Agriculture",0
56.336475,-114.09919,"Boreal","Terrestrial","Bog","595","595",2013,"Agriculture",0
56.336475,-114.09919,"Boreal","Terrestrial","Bog","595","595",2016,"Agriculture",0
56.004623,-110.947266,"Boreal","Terrestrial","Bog","605","605",2012,"Agriculture",0
56.436817,-117.657349,"Boreal","Terrestrial","Bog","616","616",2007,"Agriculture",0
56.436817,-117.657349,"Boreal","Terrestrial","Bog","616","616",2015,"Agriculture",0
56.212494,-114.849663,"Boreal","Terrestrial","Bog","625","625",2013,"Agriculture",0
56.212494,-114.849663,"Boreal","Terrestrial","Bog","625","625",2016,"Agriculture",0
55.970795,-112.23922,"Boreal","Terrestrial","Bog","633","633",2007,"Agriculture",0
55.970795,-112.23922,"Boreal","Terrestrial","Bog","633","633",2015,"Agriculture",0
55.89463,-111.675308,"Boreal","Terrestrial","Bog","635","635",2012,"Agriculture",0
55.89463,-111.675308,"Boreal","Terrestrial","Bog","635","635",2013,"Agriculture",0
55.881409,-111.402763,"Boreal","Terrestrial","Bog","636","636",2012,"Agriculture",0
55.881409,-111.402763,"Boreal","Terrestrial","Bog","636","636",2013,"Agriculture",0
55.781212,-110.729614,"Boreal","Terrestrial","Bog","638","638",2012,"Agriculture",0
56.028576,-114.892906,"Boreal","Terrestrial","Bog","657","657",2013,"Agriculture",0
56.028576,-114.892906,"Boreal","Terrestrial","Bog","657","657",2016,"Agriculture",0
56.046543,-114.521767,"Boreal","Terrestrial","Bog","658","658",2013,"Agriculture",0
56.046543,-114.521767,"Boreal","Terrestrial","Bog","658","658",2016,"Agriculture",0
55.977169,-114.198029,"Boreal","Terrestrial","Bog","659","659",2013,"Agriculture",0
55.977169,-114.198029,"Boreal","Terrestrial","Bog","659","659",2016,"Agriculture",0
55.847248,-113.027748,"Boreal","Terrestrial","Bog","663","663",2007,"Agriculture",0
55.847248,-113.027748,"Boreal","Terrestrial","Bog","663","663",2015,"Agriculture",0
55.852993,-112.605179,"Boreal","Terrestrial","Bog","664","664",2007,"Agriculture",0
55.852993,-112.605179,"Boreal","Terrestrial","Bog","664","664",2015,"Agriculture",0
55.765549,-112.066238,"Boreal","Terrestrial","Bog","666","666",2012,"Agriculture",0
55.765549,-112.066238,"Boreal","Terrestrial","Bog","666","666",2013,"Agriculture",0
55.709446,-111.70414,"Boreal","Terrestrial","Bog","667","667",2012,"Agriculture",0
55.709446,-111.70414,"Boreal","Terrestrial","Bog","667","667",2013,"Agriculture",0
55.636261,-111.128052,"Boreal","Terrestrial","Bog","669","669",2012,"Agriculture",0
55.529751,-110.113976,"Boreal","Terrestrial","Bog","672","672",2011,"Agriculture",0
55.529751,-110.113976,"Boreal","Terrestrial","Bog","672","672",2016,"Agriculture",0
55.998497,-116.433823,"Boreal","Terrestrial","Bog","683","683",2013,"Agriculture",0
55.997955,-116.186646,"Boreal","Terrestrial","Bog","684","684",2013,"Agriculture",0
55.853664,-114.960381,"Boreal","Terrestrial","Bog","688","688",2008,"Agriculture",0
55.859657,-114.639381,"Boreal","Terrestrial","Bog","689","689",2008,"Agriculture",0
55.787491,-113.671707,"Boreal","Terrestrial","Bog","692","692",2013,"Agriculture",0
55.743893,-113.3946,"Boreal","Terrestrial","Bog","693","693",2013,"Agriculture",0
55.677059,-112.734268,"Boreal","Terrestrial","Bog","695","695",2013,"Agriculture",0
55.653831,-112.423393,"Boreal","Terrestrial","Bog","696","696",2013,"Agriculture",0
55.559921,-112.072166,"Boreal","Terrestrial","Bog","697","697",2009,"Agriculture",0
55.559921,-112.072166,"Boreal","Terrestrial","Bog","697","697",2016,"Agriculture",0
55.394737,-110.568474,"Boreal","Terrestrial","Bog","702","702",2014,"Agriculture",0
55.855705,-117.155426,"Boreal","Terrestrial","Bog","712","712",2014,"Agriculture",17.6041983035233
55.564034,-113.352173,"Boreal","Terrestrial","Bog","724","724",2013,"Agriculture",0
55.485153,-112.846214,"Boreal","Terrestrial","Bog","726","726",2013,"Agriculture",0
55.823025,-119.752716,"Boreal","Terrestrial","Bog","735","735",2012,"Agriculture",15.0079870961681
55.403595,-113.770721,"Boreal","Terrestrial","Bog","754","754",2013,"Agriculture",0
55.346962,-113.453072,"Boreal","Terrestrial","Bog","755","755",2013,"Agriculture",0
55.344795,-113.137398,"Boreal","Terrestrial","Bog","756","756",2013,"Agriculture",0
55.27935,-112.542313,"Boreal","Terrestrial","Bog","758","758",2013,"Agriculture",0
55.251911,-114.198654,"Boreal","Terrestrial","Bog","785","785",2014,"Agriculture",0
55.281036,-116.385315,"Boreal","Terrestrial","Bog","810","810",2013,"Agriculture",26.344196337351
59.492878,-114.793625,"Boreal","Terrestrial","Bog","82","82",2013,"Agriculture",0
54.811955,-111.665276,"Boreal","Terrestrial","Bog","825","825",2007,"Agriculture",0
54.811955,-111.665276,"Boreal","Terrestrial","Bog","825","825",2015,"Agriculture",0
54.672474,-110.546539,"Boreal","Terrestrial","Bog","829","829",2012,"Agriculture",0
59.460358,-114.442337,"Boreal","Terrestrial","Bog","83","83",2013,"Agriculture",0
54.858162,-113.977287,"Boreal","Terrestrial","Bog","850","850",2014,"Agriculture",0
54.841652,-113.643242,"Boreal","Terrestrial","Bog","851","851",2014,"Agriculture",0
55.059719,-118.335739,"Boreal","Terrestrial","Bog","868","868",2008,"Agriculture",0
54.669357,-113.595978,"Boreal","Terrestrial","Bog","883","883",2009,"Agriculture",0
54.434608,-111.914276,"Boreal","Terrestrial","Bog","889","889",2014,"Agriculture",0
54.89819,-118.988976,"Boreal","Terrestrial","Bog","899","899",2008,"Agriculture",0
54.889511,-118.296112,"Boreal","Terrestrial","Bog","901","901",2008,"Agriculture",0
54.531624,-114.361832,"Boreal","Terrestrial","Bog","914","914",2009,"Agriculture",0
54.49514,-113.989128,"Boreal","Terrestrial","Bog","915","915",2009,"Agriculture",76.8378026074322
54.491386,-113.665222,"Boreal","Terrestrial","Bog","916","916",2009,"Agriculture",11.5706094615304
59.663017,-119.780594,"Boreal","Terrestrial","Bog","97","97",2014,"Agriculture",0
59.598625,-119.478241,"Boreal","Terrestrial","Bog","98","98",2014,"Agriculture",0
57.12814,-110.874931,"Boreal","Terrestrial","Bog","OG-420-1","OG-420-1",2013,"Agriculture",0
57.004749,-111.505981,"Boreal","Terrestrial","Bog","OG-448-1","OG-448-1",2008,"Agriculture",0
56.602238,-111.343719,"Boreal","Terrestrial","Bog","OG-510-1","OG-510-1",2007,"Agriculture",0
56.602238,-111.343719,"Boreal","Terrestrial","Bog","OG-510-2","OG-510-2",2007,"Agriculture",0
56.553654,-111.028305,"Boreal","Terrestrial","Bog","OG-511-1","OG-511-1",2008,"Agriculture",0
56.744755,-114.707581,"Boreal","Terrestrial","Bog","OG-531-1","OG-531-1",2014,"Agriculture",0
56.405643,-111.113083,"Boreal","Terrestrial","Bog","OG-542-1","OG-542-1",2007,"Agriculture",0
56.405643,-111.113083,"Boreal","Terrestrial","Bog","OG-542-1","OG-542-1",2013,"Agriculture",0
56.405643,-111.113083,"Boreal","Terrestrial","Bog","OG-542-2","OG-542-2",2008,"Agriculture",0
56.367294,-110.807022,"Boreal","Terrestrial","Bog","OG-543-5","OG-543-5",2010,"Agriculture",0
56.634964,-115.017265,"Boreal","Terrestrial","Bog","OG-561-1","OG-561-1",2013,"Agriculture",0
56.634964,-115.017265,"Boreal","Terrestrial","Bog","OG-561-2","OG-561-2",2013,"Agriculture",0
56.242714,-111.523277,"Boreal","Terrestrial","Bog","OG-572-1","OG-572-1",2008,"Agriculture",0
56.242714,-111.523277,"Boreal","Terrestrial","Bog","OG-572-1","OG-572-1",2013,"Agriculture",0
56.49427,-115.735558,"Boreal","Terrestrial","Bog","OG-590-1","OG-590-1",2014,"Agriculture",0
55.91721,-110.027626,"Boreal","Terrestrial","Bog","OG-608-2","OG-608-2",2011,"Agriculture",0
55.91721,-110.027626,"Boreal","Terrestrial","Bog","OG-608-4","OG-608-4",2011,"Agriculture",0
56.436817,-117.657349,"Boreal","Terrestrial","Bog","OG-616-1","OG-616-1",2008,"Agriculture",0
55.89463,-111.675308,"Boreal","Terrestrial","Bog","OG-635-1","OG-635-1",2011,"Agriculture",0
55.811905,-111.004028,"Boreal","Terrestrial","Bog","OG-637-2","OG-637-2",2011,"Agriculture",0
55.955322,-113.965317,"Boreal","Terrestrial","Bog","OG-660-1","OG-660-1",2014,"Agriculture",0
55.636261,-111.128052,"Boreal","Terrestrial","Bog","OG-669-1","OG-669-1",2013,"Agriculture",0
55.888378,-115.154457,"Boreal","Terrestrial","Bog","OG-687-1","OG-687-1",2008,"Agriculture",0
55.44717,-110.891159,"Boreal","Terrestrial","Bog","OG-701-1","OG-701-1",2013,"Agriculture",0
55.686321,-114.670769,"Boreal","Terrestrial","Bog","OG-720-1","OG-720-1",2008,"Agriculture",0
55.564034,-113.352173,"Boreal","Terrestrial","Bog","OG-724-3","OG-724-3",2010,"Agriculture",0
55.564034,-113.352173,"Boreal","Terrestrial","Bog","OG-724-6","OG-724-6",2010,"Agriculture",0
55.443119,-112.50106,"Boreal","Terrestrial","Bog","OG-727-1","OG-727-1",2007,"Agriculture",0
55.27935,-112.542313,"Boreal","Terrestrial","Bog","OG-758-1","OG-758-1",2007,"Agriculture",0
55.27935,-112.542313,"Boreal","Terrestrial","Bog","OG-758-2","OG-758-2",2007,"Agriculture",0
55.156345,-111.656158,"Boreal","Terrestrial","Bog","OG-761-4","OG-761-4",2011,"Agriculture",0
55.251911,-114.198654,"Boreal","Terrestrial","Bog","OG-785-1","OG-785-1",2008,"Agriculture",0
55.116135,-112.903625,"Boreal","Terrestrial","Bog","OG-789-1","OG-789-1",2007,"Agriculture",0
54.976463,-111.730118,"Boreal","Terrestrial","Bog","OG-793-1","OG-793-1",2007,"Agriculture",0
54.976463,-111.730118,"Boreal","Terrestrial","Bog","OG-793-2","OG-793-2",2007,"Agriculture",0
54.976463,-111.730118,"Boreal","Terrestrial","Bog","OG-793-5","OG-793-5",2007,"Agriculture",0
53.671288,-111.449608,"Boreal","Terrestrial","Marsh","1023","1023",2011,"Agriculture",86.5716712391449
53.671288,-111.449608,"Boreal","Terrestrial","Marsh","1023","1023",2015,"Agriculture",86.5785689528453
53.485844,-113.120331,"Boreal","Terrestrial","Marsh","1085","1085",2008,"Agriculture",0
52.060474,-114.732391,"Boreal","Terrestrial","Marsh","1354","1354",2008,"Agriculture",8.0902384040648
51.966812,-114.440094,"Boreal","Terrestrial","Marsh","1355","1355",2008,"Agriculture",40.4657109818025
58.861977,-111.826012,"Boreal","Terrestrial","Marsh","149","149",2010,"Agriculture",0
58.667915,-111.615341,"Boreal","Terrestrial","Marsh","179","179",2010,"Agriculture",0
58.592373,-111.314796,"Boreal","Terrestrial","Marsh","180","180",2010,"Agriculture",0
58.554272,-110.968216,"Boreal","Terrestrial","Marsh","181","181",2012,"Agriculture",0
58.554272,-110.968216,"Boreal","Terrestrial","Marsh","181","181",2013,"Agriculture",0
59.057106,-118.481262,"Boreal","Terrestrial","Marsh","188","188",2014,"Agriculture",0
58.485924,-111.694931,"Boreal","Terrestrial","Marsh","208","208",2010,"Agriculture",0
58.363522,-110.99514,"Boreal","Terrestrial","Marsh","210","210",2012,"Agriculture",0
58.363522,-110.99514,"Boreal","Terrestrial","Marsh","210","210",2013,"Agriculture",0
58.645638,-115.816162,"Boreal","Terrestrial","Marsh","226","226",2014,"Agriculture",0
58.288086,-113.508781,"Boreal","Terrestrial","Marsh","263","263",2013,"Agriculture",0
58.116947,-115.983871,"Boreal","Terrestrial","Marsh","315","315",2008,"Agriculture",0
59.56572,-111.939857,"Boreal","Terrestrial","Marsh","34","34",2009,"Agriculture",0
59.56572,-111.939857,"Boreal","Terrestrial","Marsh","34","34",2016,"Agriculture",0
57.194435,-111.831306,"Boreal","Terrestrial","Marsh","417","417",2012,"Agriculture",0
57.194435,-111.831306,"Boreal","Terrestrial","Marsh","417","417",2013,"Agriculture",0
56.760143,-114.332275,"Boreal","Terrestrial","Marsh","532","532",2014,"Agriculture",0
56.645885,-117.63176,"Boreal","Terrestrial","Marsh","584","584",2007,"Agriculture",0
56.645885,-117.63176,"Boreal","Terrestrial","Marsh","584","584",2015,"Agriculture",0
56.490124,-116.039406,"Boreal","Terrestrial","Marsh","589","589",2013,"Agriculture",0
56.490124,-116.039406,"Boreal","Terrestrial","Marsh","589","589",2016,"Agriculture",0
55.979862,-112.605103,"Boreal","Terrestrial","Marsh","632","632",2007,"Agriculture",0
55.979862,-112.605103,"Boreal","Terrestrial","Marsh","632","632",2015,"Agriculture",0
55.156345,-111.656158,"Boreal","Terrestrial","Marsh","761","761",2009,"Agriculture",0
55.156345,-111.656158,"Boreal","Terrestrial","Marsh","761","761",2016,"Agriculture",0
55.596569,-118.537384,"Boreal","Terrestrial","Marsh","771","771",2013,"Agriculture",86.3397190030129
55.188187,-113.51355,"Boreal","Terrestrial","Marsh","787","787",2014,"Agriculture",0
55.034576,-112.233109,"Boreal","Terrestrial","Marsh","791","791",2007,"Agriculture",0
55.034576,-112.233109,"Boreal","Terrestrial","Marsh","791","791",2015,"Agriculture",0
54.705143,-110.820778,"Boreal","Terrestrial","Marsh","828","828",2012,"Agriculture",0
54.705143,-110.820778,"Boreal","Terrestrial","Marsh","828","828",2016,"Agriculture",0
54.682022,-112.363113,"Boreal","Terrestrial","Marsh","855","855",2007,"Agriculture",87.0226633790479
54.682022,-112.363113,"Boreal","Terrestrial","Marsh","855","855",2015,"Agriculture",87.0232412373
54.61285,-111.486748,"Boreal","Terrestrial","Marsh","858","858",2012,"Agriculture",0
54.61285,-111.486748,"Boreal","Terrestrial","Marsh","858","858",2016,"Agriculture",0
54.470558,-112.165871,"Boreal","Terrestrial","Marsh","888","888",2014,"Agriculture",0
54.431137,-111.544334,"Boreal","Terrestrial","Marsh","890","890",2010,"Agriculture",63.8448426389649
54.431137,-111.544334,"Boreal","Terrestrial","Marsh","890","890",2016,"Agriculture",53.8909362107156
54.35503,-112.469894,"Boreal","Terrestrial","Marsh","920","920",2014,"Agriculture",0
54.191296,-112.577133,"Boreal","Terrestrial","Marsh","953","953",2014,"Agriculture",76.7688879673669
54.045712,-111.691193,"Boreal","Terrestrial","Marsh","956","956",2011,"Agriculture",81.5278264663469
54.045712,-111.691193,"Boreal","Terrestrial","Marsh","956","956",2016,"Agriculture",81.3751328065048
57.341125,-111.48172,"Boreal","Terrestrial","Marsh","OG-388-1","OG-388-1",2013,"Agriculture",0
56.367294,-110.807022,"Boreal","Terrestrial","Marsh","OG-543-1","OG-543-1",2010,"Agriculture",0
56.663528,-117.947227,"Boreal","Terrestrial","Marsh","OG-583-21","OG-583-21",2015,"Agriculture",0
55.888378,-115.154457,"Boreal","Terrestrial","Marsh","OG-687-1","OG-687-1",2014,"Agriculture",0
54.976463,-111.730118,"Boreal","Terrestrial","Marsh","OG-793-4","OG-793-4",2007,"Agriculture",0
54.705143,-110.820778,"Boreal","Terrestrial","Marsh","OG-828-1","OG-828-1",2013,"Agriculture",0
54.081009,-110.451973,"Boreal","Terrestrial","Marsh","OG-927-1","OG-927-1",2014,"Agriculture",12.8559725405443
53.515854,-115.19281,"Boreal","Terrestrial","Poor Fen","1111","1111",2013,"Agriculture",0
53.34864,-115.351357,"Boreal","Terrestrial","Poor Fen","1143","1143",2013,"Agriculture",0
58.865517,-110.195,"Boreal","Terrestrial","Poor Fen","125","125",2014,"Agriculture",0
59.431057,-118.767242,"Boreal","Terrestrial","Poor Fen","129","129",2014,"Agriculture",0
59.327,-117.027519,"Boreal","Terrestrial","Poor Fen","134","134",2013,"Agriculture",0
59.248165,-116.391609,"Boreal","Terrestrial","Poor Fen","136","136",2012,"Agriculture",0
58.704395,-110.185188,"Boreal","Terrestrial","Poor Fen","154","154",2012,"Agriculture",0
58.704395,-110.185188,"Boreal","Terrestrial","Poor Fen","154","154",2013,"Agriculture",0
58.433887,-113.473282,"Boreal","Terrestrial","Poor Fen","233","233",2013,"Agriculture",0
58.418022,-113.046516,"Boreal","Terrestrial","Poor Fen","234","234",2016,"Agriculture",0
58.161541,-110.711548,"Boreal","Terrestrial","Poor Fen","241","241",2012,"Agriculture",0
58.161541,-110.711548,"Boreal","Terrestrial","Poor Fen","241","241",2016,"Agriculture",0
58.15395,-110.411049,"Boreal","Terrestrial","Poor Fen","242","242",2012,"Agriculture",0
58.15395,-110.411049,"Boreal","Terrestrial","Poor Fen","242","242",2016,"Agriculture",0
58.142788,-110.090385,"Boreal","Terrestrial","Poor Fen","243","243",2014,"Agriculture",0
58.375652,-114.116852,"Boreal","Terrestrial","Poor Fen","261","261",2013,"Agriculture",0
58.348625,-113.829971,"Boreal","Terrestrial","Poor Fen","262","262",2013,"Agriculture",0
58.253811,-113.129601,"Boreal","Terrestrial","Poor Fen","264","264",2016,"Agriculture",0
58.141891,-111.783432,"Boreal","Terrestrial","Poor Fen","268","268",2013,"Agriculture",0
58.078594,-111.46656,"Boreal","Terrestrial","Poor Fen","269","269",2013,"Agriculture",0
57.918251,-110.16404,"Boreal","Terrestrial","Poor Fen","273","273",2014,"Agriculture",0
58.492947,-118.629051,"Boreal","Terrestrial","Poor Fen","278","278",2007,"Agriculture",0
58.147423,-113.858948,"Boreal","Terrestrial","Poor Fen","292","292",2013,"Agriculture",0
58.055161,-112.838333,"Boreal","Terrestrial","Poor Fen","295","295",2016,"Agriculture",0
57.98127,-112.561646,"Boreal","Terrestrial","Poor Fen","296","296",2016,"Agriculture",0
57.949032,-112.23436,"Boreal","Terrestrial","Poor Fen","297","297",2013,"Agriculture",0
57.914551,-111.574265,"Boreal","Terrestrial","Poor Fen","299","299",2013,"Agriculture",0
57.819054,-110.839073,"Boreal","Terrestrial","Poor Fen","301","301",2012,"Agriculture",0
57.819054,-110.839073,"Boreal","Terrestrial","Poor Fen","301","301",2016,"Agriculture",0
