"","SCIENTIFIC_NAME","mean_SSI"
"633","Potamogeton robbinsii",1.52997751807619
"634","Potamogeton strictifolius",0.768629401285293
"635","Potamogeton zosteriformis",1.02139180034251
"636","Potentilla anserina",0.577931363667705
"637","Potentilla argentea",1.73447573892128
"638","Potentilla bipinnatifida",1.11378225340584
"639","Potentilla concinna",1.98463345673778
"640","Potentilla glaucophylla",3.16227766016838
"641","Potentilla gracilis",0.533007339883232
"642","Potentilla hippiana",0.765876911736611
"643","Potentilla norvegica",0.307942233931263
"644","Potentilla pensylvanica",0.993327647863046
"645","Potentilla rivalis",1.0158317161788
"646","Potentilla supina",1.13925121856895
"648","Primula incana",1.84297646448253
"650","Prosartes trachycarpa",0.77972695512027
"652","Prunus pensylvanica",0.809086285397424
"653","Prunus virginiana",0.660335724576618
"654","Psathyrostachys juncea",1.03184815081942
"657","Puccinellia distans",1.04375081352623
"658","Puccinellia nuttalliana",0.705561899396014
"659","Pyrola asarifolia",0.534222423098854
"660","Pyrola chlorantha",0.810036287845062
"661","Pyrola elliptica",1.1873020933756
"662","Pyrola minor",1.59811250353479
"663","Pyrrocoma lanceolata",1.70128258110945
"664","Ranunculus abortivus",1.30636620285607
"665","Ranunculus acris",0.693219758367016
"666","Ranunculus aquatilis",0.749003489154105
"667","Ranunculus cymbalaria",0.432345730060364
"668","Ranunculus flammula",2.68505674953646
"669","Ranunculus gmelinii",0.653653953081993
"670","Ranunculus hyperboreus",1.91287605123892
"671","Ranunculus lapponicus",1.22662372299678
"672","Ranunculus macounii",0.409287593264196
"673","Ranunculus pensylvanicus",2.76557645380921
"675","Ranunculus sceleratus",0.509886056603576
"676","Ratibida columnifera",1.04295330376092
"677","Rhamnus alnifolia",1.61192506129852
"678","Rhinanthus minor",0.540926040049221
"679","Rhododendron groenlandicum",0.769824893305142
"680","Rhododendron tomentosum",1.98497692744944
"681","Ribes americanum",0.666562292745496
"683","Ribes glandulosum",0.5291732876653
"684","Ribes hirtellum",0.656956409917981
"685","Ribes hudsonianum",0.816154244898408
"686","Ribes lacustre",0.520879131073313
"687","Ribes oxyacanthoides",0.391611957089113
"688","Ribes triste",0.533623719303039
"690","Rorippa palustris",0.510841450247745
"691","Rosa acicularis",0.217489023105993
"692","Rosa arkansana",0.671927516365472
"693","Rosa woodsii",0.421023809699088
"694","Rubus arcticus",0.807574559590007
"695","Rubus chamaemorus",1.02165581134701
"696","Rubus idaeus",0.28665783650089
"697","Rubus pedatus",1.04824144795898
"698","Rubus pubescens",0.403317461157171
"700","Rumex britannica",1.31197755101185
"701","Rumex crispus",0.507828043003557
"702","Rumex fueginus",0.800766630067024
"703","Rumex occidentalis",0.441661721279389
"704","Rumex pseudonatronatus",1.24461044575053
"705","Rumex stenophyllus",1.54766527912131
"706","Rumex triangulivalvis",0.58381278479685
"707","Ruppia cirrhosa",1.052714193958
"708","Sagittaria cuneata",0.928392695611589
"709","Sagittaria latifolia",2.66036290350147
"710","Salicornia rubra",0.862151440424497
"711","Salix amygdaloides",2.10818510677892
"712","Salix arbusculoides",0.695583649582177
"713","Salix athabascensis",1.40129269567013
"715","Salix bebbiana",0.305382530602815
"716","Salix brachycarpa",1.52639405402671
"717","Salix candida",0.94876680075445
"718","Salix discolor",0.493580824810093
"719","Salix drummondiana",1.52697333089068
"720","Salix exigua",0.772223089362837
"721","Salix famelica",1.12499441155293
"723","Salix glauca",1.2539914696382
"724","Salix interior",1.19377385036517
"725","Salix lasiandra",0.77233766402116
"726","Salix maccalliana",0.80752771638629
"727","Salix myrtillifolia",0.867978542714406
"728","Salix pedicellaris",0.83907227301158
"729","Salix petiolaris",0.516843331623717
"730","Salix planifolia",0.521417665077242
"732","Salix pseudomonticola",0.866797054196897
"733","Salix pseudomyrsinites",1.05452218654291
"734","Salix pyrifolia",0.671402947826973
"735","Salix scouleriana",0.907392177148346
"736","Salix serissima",0.75159019699727
"739","Sanicula marilandica",1.02530554010892
"740","Sarracenia purpurea",2.03150767305392
"741","Saxifraga tricuspidata",3.16227766016838
"742","Schedonorus arundinaceus",1.38509572583756
"743","Schedonorus pratensis",1.74801474695025
"744","Scheuchzeria palustris",1.12330150305592
"745","Schizachne purpurascens",1.20858046741938
"746","Schoenoplectus acutus",0.574371399673572
"747","Schoenoplectus pungens",0.649367515785248
"748","Schoenoplectus tabernaemontani",0.462333300618165
"749","Scirpus atrocinctus",1.24102602499864
"750","Scirpus cyperinus",1.65799129582363
"751","Scirpus microcarpus",0.549604147586119
"753","Scolochloa festucacea",0.725061807458054
"754","Scutellaria galericulata",0.461618895484945
"755","Selaginella densa",0.570824889982551
"756","Senecio eremophilus",0.754885542111085
"757","Senecio lugens",3.0573284149375
"758","Senecio triangularis",3.03097907375373
"759","Senecio vulgaris",0.86559750624745
"760","Setaria viridis",2.1651575916131
"761","Shepherdia argentea",1.1668065998425
"762","Shepherdia canadensis",0.565451837585206
