"","SCIENTIFIC_NAME","mean_SSI"
"819","Symphyotrichum ciliatum",0.754970222455988
"820","Symphyotrichum ciliolatum",0.464122978056821
"821","Symphyotrichum ericoides",0.69233303683793
"822","Symphyotrichum falcatum",0.447112040787148
"823","Symphyotrichum laeve",0.640952360034243
"824","Symphyotrichum lanceolatum",0.650434562026356
"825","Symphyotrichum puniceum",0.564856411965059
"828","Tanacetum vulgare",1.08289762729783
"829","Taraxacum officinale",0.422480257791059
"830","Tephroseris palustris",1.44225945789085
"832","Thalictrum occidentale",1.97661699682574
"833","Thalictrum sparsiflorum",1.96454575447757
"834","Thalictrum venulosum",0.555720823911791
"835","Thermopsis rhombifolia",0.41698983794041
"836","Thinopyrum intermedium",1.37472343314423
"837","Thlaspi arvense",0.899282197492266
"838","Tiarella trifoliata",1.56706657118532
"839","Tofieldia pusilla",2.69736699042811
"840","Toxicoscordion venenosum",1.13385889616856
"841","Tragopogon dubius",0.516858392394488
"842","Triantha glutinosa",1.19749264680406
"843","Trichophorum alpinum",1.20410294503505
"845","Trientalis borealis",0.697381524931131
"846","Trientalis europaea",2.24061134329503
"847","Trifolium hybridum",0.56568767907125
"848","Trifolium pratense",0.527720240585746
"849","Trifolium repens",0.511081752075071
"850","Triglochin maritima",0.597480635243481
"851","Triglochin palustris",0.902778223583233
"852","Tripleurospermum inodorum",1.01765666758154
"854","Turritis glabra",2.35533894678568
"855","Typha latifolia",0.192796503727309
"857","Urtica dioica",0.381742756653523
"858","Utricularia intermedia",0.911955816522923
"859","Utricularia minor",1.55114890730467
"860","Utricularia vulgaris",0.783694183748458
"862","Vaccinium cespitosum",0.729836700832059
"863","Vaccinium membranaceum",1.45505247275073
"864","Vaccinium myrtilloides",0.638720019989164
"865","Vaccinium oxycoccos",1.01713800562737
"866","Vaccinium uliginosum",1.25173168579235
"867","Vaccinium vitis-idaea",0.809150267981619
"868","Valeriana dioica",2.06505473130587
"869","Verbena bracteata",2.066444630382
"870","Veronica alpina",2.75426306620179
"871","Veronica americana",1.13363748790079
"872","Veronica peregrina",1.03751525986597
"873","Veronica scutellata",1.59569162711938
"874","Viburnum edule",0.431635861500719
"875","Viburnum opulus",0.968344971528128
"876","Vicia americana",0.269574480456521
"878","Viola adunca",0.842696463326497
"879","Viola canadensis",0.457373555300336
"880","Viola nephrophylla",2.99159289910493
"881","Viola palustris",1.49310985211614
"882","Viola renifolia",0.58502641741271
"887","X Elyleymus",1.92543853081666
"888","Xanthisma spinulosum",1.72741637357563
"889","Xanthium strumarium",1.56802404675451
"891","Zigadenus elegans",1.30057439669044
"892","Zizania aquatica",2.49225622395632
"893","Zizia aptera",0.864371825288793
