"Latitude","Longitude","NRNAME","Protocol","WetlandType","WSite","Site","Year","Species","PA"
54.976463,-111.730118,"Boreal","Terrestrial","Bog","OG-793-1","OG-793-1",2007,"Halenia deflexa",1
54.976463,-111.730118,"Boreal","Terrestrial","Bog","OG-793-2","OG-793-2",2007,"Equisetum pratense",1
54.976463,-111.730118,"Boreal","Terrestrial","Marsh","OG-793-4","OG-793-4",2007,"Festuca rubra",1
54.976463,-111.730118,"Boreal","Terrestrial","Bog","OG-793-5","OG-793-5",2007,"Polygonum aviculare",1
55.018139,-113.568703,"Boreal","Terrestrial","Swamp","OG-819-1","OG-819-1",2012,"Lycopodium dendroideum",1
55.018139,-113.568703,"Boreal","Terrestrial","Poor Fen","OG-819-2","OG-819-2",2012,"Lycopodium annotinum",1
54.811955,-111.665276,"Boreal","Terrestrial","Poor Fen","OG-825-21","OG-825-21",2015,"Equisetum arvense",1
54.705143,-110.820778,"Boreal","Terrestrial","Marsh","OG-828-1","OG-828-1",2013,"Equisetum sylvaticum",1
55.004955,-115.412407,"Foothills","Terrestrial","Bog","OG-845-1","OG-845-1",2008,"Equisetum fluviatile",1
54.686611,-115.556122,"Foothills","Terrestrial","Bog","OG-910-1","OG-910-1",2010,"Equisetum arvense",1
54.686611,-115.556122,"Foothills","Terrestrial","Poor Fen","OG-910-2","OG-910-2",2010,"Equisetum arvense",1
54.081009,-110.451973,"Boreal","Terrestrial","Marsh","OG-927-1","OG-927-1",2014,"Equisetum arvense",1
54.452568,-115.63842,"Foothills","Terrestrial","Bog","OG-943-1","OG-943-1",2010,"Lycopodium annotinum",1
54.452568,-115.63842,"Foothills","Terrestrial","Marsh","OG-943-2","OG-943-2",2014,"Equisetum pratense",1
53.79871,-110.807312,"Parkland","Terrestrial","Marsh","OG-992-1","OG-992-1",2014,"Viburnum edule",1
59.943127,-110.282402,"Canadian Shield","Wetland","Wet Meadow","W1","1",2016,"Nuphar variegata",1
54.314766,-118.126053,"Foothills","Wetland","Bog","W1001","1001",2011,"Equisetum fluviatile",1
54.292706,-117.846184,"Foothills","Wetland","Bog","W1002","1002",2011,"Equisetum fluviatile",1
54.266102,-117.516617,"Foothills","Wetland","Bog","W1003","1003",2011,"Equisetum arvense",1
54.189331,-116.269379,"Foothills","Wetland","Shallow Lake","W1007","1007",2008,"Drosera anglica",1
54.149139,-115.990967,"Foothills","Wetland","Poor Fen","W1008","1008",2008,"Equisetum fluviatile",1
54.115536,-115.737389,"Boreal","Wetland","Bog","W1009","1009",2008,"Equisetum fluviatile",1
53.931473,-113.623085,"Parkland","Wetland","Marsh","W1016","1016",2011,"Lemna trisulca",1
53.878666,-113.254288,"Boreal","Wetland","Marsh","W1017","1017",2011,"Rumex occidentalis",1
53.872318,-112.986923,"Boreal","Wetland","Shallow Lake","W1018","1018",2011,"Erucastrum gallicum",1
53.67614,-111.788589,"Boreal","Wetland","Wet Meadow","W1022","1022",2011,"Calamagrostis stricta",1
53.671288,-111.449608,"Boreal","Wetland","Marsh","W1023","1023",2011,"Salix serissima",1
53.671288,-111.449608,"Boreal","Wetland","Wet Meadow","W1023B","1023B",2015,"Lemna turionifera",1
53.639076,-111.22509,"Boreal","Wetland","Marsh","W1024","1024",2011,"Achillea alpina",1
54.213634,-119.750648,"Rocky Mountain","Wetland","Bog","W1030","1030",2011,"Rhododendron groenlandicum",1
54.211262,-119.348755,"Foothills","Wetland","Bog","W1031","1031",2011,"Salix farriae",1
54.099365,-118.176224,"Foothills","Wetland","Bog","W1035","1035",2010,"Persicaria amphibia",1
54.078339,-117.846275,"Foothills","Wetland","Bog","W1036","1036",2010,"Equisetum fluviatile",1
54.092213,-117.601898,"Foothills","Wetland","Poor Fen","W1037","1037",2010,"Salix pedicellaris",1
53.980541,-116.337242,"Foothills","Wetland","Poor Fen","W1041","1041",2008,"Salix pseudomyrsinites",1
53.964378,-116.07502,"Foothills","Wetland","Bog","W1042","1042",2008,"Equisetum sylvaticum",1
53.96035,-115.708099,"Foothills","Wetland","Marsh","W1043","1043",2008,"Scutellaria galericulata",1
53.734978,-113.59774,"Parkland","Wetland","Marsh","W1050","1050",2011,"Phalaris arundinacea",1
53.680462,-113.307594,"Parkland","Wetland","Shallow Lake","W1051","1051",2011,"Equisetum arvense",1
53.667416,-113.022034,"Parkland","Wetland","Marsh","W1052","1052",2011,"Lemna turionifera",1
53.557827,-111.814735,"Parkland","Wetland","Wet Meadow","W1056","1056",2011,"Bolboschoenus maritimus",1
53.477196,-111.518913,"Parkland","Wetland","Marsh","W1057","1057",2011,"Calamagrostis stricta",1
53.439003,-111.241508,"Parkland","Wetland","Wet Meadow","W1058","1058",2011,"Mentha arvensis",1
53.935467,-118.193306,"Foothills","Wetland","Poor Fen","W1068","1068",2008,"Equisetum fluviatile",1
53.910858,-117.963562,"Foothills","Wetland","Poor Fen","W1069","1069",2008,"Triglochin maritima",1
53.939091,-117.590034,"Foothills","Wetland","Poor Fen","W1070","1070",2008,"Lycopus uniflorus",1
53.880966,-117.342422,"Foothills","Wetland","Bog","W1071","1071",2011,"Equisetum fluviatile",1
53.852501,-117.03109,"Foothills","Wetland","Bog","W1072","1072",2011,"Equisetum fluviatile",1
53.839142,-116.708252,"Foothills","Wetland","Bog","W1073","1073",2011,"Equisetum fluviatile",1
53.756496,-115.468903,"Boreal","Wetland","Poor Fen","W1077","1077",2013,"Scutellaria galericulata",1
53.731216,-115.185341,"Boreal","Wetland","Bog","W1078","1078",2013,"Drosera rotundifolia",1
53.71125,-114.873329,"Boreal","Wetland","Bog","W1079","1079",2013,"Scutellaria galericulata",1
53.542648,-113.67466,"Parkland","Wetland","Marsh","W1083","1083",2008,"Typha latifolia",1
53.507713,-113.385124,"Parkland","Wetland","Marsh","W1084","1084",2009,"Lemna trisulca",1
53.485844,-113.120331,"Boreal","Wetland","Marsh","W1085","1085",2007,"Lemna turionifera",1
53.237061,-111.039818,"Parkland","Wetland","Marsh","W1092","1092",2011,"Lemna trisulca",1
53.20842,-110.676216,"Parkland","Wetland","Marsh","W1093","1093",2011,"Lemna turionifera",1
53.154987,-110.481522,"Parkland","Wetland","Shallow Lake","W1094","1094",2011,"Triglochin maritima",1
53.775806,-118.279419,"Foothills","Wetland","Poor Fen","W1101","1101",2008,"Equisetum fluviatile",1
53.744385,-117.968849,"Foothills","Wetland","Poor Fen","W1102","1102",2008,"Equisetum fluviatile",1
53.719894,-117.642792,"Foothills","Wetland","Shallow Lake","W1103","1103",2008,"Epilobium ciliatum",1
53.69891,-117.313225,"Foothills","Wetland","Bog","W1104","1104",2011,"Epilobium palustre",1
53.660904,-117.074203,"Foothills","Wetland","Bog","W1105","1105",2011,"Equisetum fluviatile",1
53.671753,-116.723145,"Foothills","Wetland","Bog","W1106","1106",2011,"Equisetum fluviatile",1
59.304123,-114.945435,"Boreal","Wetland","Bog","W111","111",2013,"Equisetum hyemale",1
53.582878,-115.551056,"Foothills","Wetland","Marsh","W1110","1110",2013,"Scutellaria galericulata",1
53.515854,-115.19281,"Boreal","Wetland","Shallow Lake","W1111","1111",2013,"Glyceria grandis",1
53.505585,-114.96003,"Boreal","Wetland","Swamp","W1112","1112",2013,"Calla palustris",1
53.393127,-113.735886,"Parkland","Wetland","Marsh","W1116","1116",2008,"Hippuris vulgaris",1
53.338966,-113.41288,"Parkland","Wetland","Marsh","W1117","1117",2008,"Rumex fueginus",1
53.305931,-113.126549,"Parkland","Wetland","Shallow Lake","W1118","1118",2007,"Lemna turionifera",1
59.279404,-114.582375,"Boreal","Wetland","Bog","W112","112",2013,"Salix planifolia",1
53.075481,-111.074829,"Parkland","Wetland","Marsh","W1125","1125",2011,"Lemna turionifera",1
53.057522,-110.746841,"Parkland","Wetland","Marsh","W1126","1126",2011,"Persicaria amphibia",1
52.982647,-110.506638,"Parkland","Wetland","Shallow Lake","W1127","1127",2011,"Tephroseris palustris",1
59.245296,-114.18441,"Boreal","Wetland","Bog","W113","113",2013,"Nuphar variegata",1
53.568523,-118.216782,"Rocky Mountain","Wetland","Shallow Lake","W1133","1133",2008,"Mertensia paniculata",1
53.593197,-117.914024,"Foothills","Wetland","Poor Fen","W1134","1134",2008,"Triglochin maritima",1
53.542233,-117.69146,"Rocky Mountain","Wetland","Shallow Lake","W1135","1135",2008,"Equisetum fluviatile",1
53.555168,-117.357323,"Foothills","Wetland","Marsh","W1136","1136",2011,"Zizania aquatica",1
53.514519,-117.017067,"Foothills","Wetland","Bog","W1137","1137",2011,"Salix pedicellaris",1
53.483967,-116.830391,"Foothills","Wetland","Bog","W1138","1138",2011,"Rhododendron groenlandicum",1
53.370556,-115.626289,"Foothills","Wetland","Poor Fen","W1142","1142",2010,"Myrica gale",1
53.34864,-115.351357,"Boreal","Wetland","Poor Fen","W1143","1143",2013,"Drosera rotundifolia",1
53.356602,-114.979057,"Boreal","Wetland","Shallow Lake","W1144","1144",2013,"Persicaria amphibia",1
53.224121,-113.7714,"Parkland","Wetland","Marsh","W1148","1148",2011,"Rumex occidentalis",1
53.197906,-113.480789,"Parkland","Wetland","Marsh","W1149","1149",2011,"Glyceria grandis",1
53.137333,-113.142067,"Parkland","Wetland","Wet Meadow","W1150","1150",2011,"Lemna trisulca",1
52.911358,-111.092903,"Parkland","Wetland","Shallow Lake","W1157","1157",2011,"Persicaria amphibia",1
52.857689,-110.823265,"Parkland","Wetland","Marsh","W1158","1158",2011,"Persicaria amphibia",1
52.850491,-110.611206,"Parkland","Wetland","Shallow Lake","W1159","1159",2011,"Lycopus uniflorus",1
53.342129,-117.356117,"Foothills","Wetland","Poor Fen","W1169","1169",2010,"Equisetum scirpoides",1
53.344151,-117.076775,"Foothills","Wetland","Bog","W1170","1170",2010,"Equisetum fluviatile",1
53.281467,-116.769356,"Foothills","Wetland","Poor Fen","W1171","1171",2010,"Equisetum fluviatile",1
53.208466,-115.650589,"Foothills","Wetland","Shallow Lake","W1175","1175",2010,"Equisetum fluviatile",1
53.198906,-115.388504,"Foothills","Wetland","Shallow Lake","W1176","1176",2010,"Equisetum fluviatile",1
53.145187,-115.073296,"Boreal","Wetland","Shallow Lake","W1177","1177",2010,"Equisetum arvense",1
52.959965,-112.997902,"Parkland","Wetland","Marsh","W1184","1184",2011,"Lemna trisulca",1
52.893475,-112.683708,"Parkland","Wetland","Marsh","W1185","1185",2011,"Typha latifolia",1
52.850006,-112.413055,"Parkland","Wetland","Marsh","W1186","1186",2011,"Phalaris arundinacea",1
52.711926,-111.237335,"Parkland","Wetland","Wet Meadow","W1190","1190",2015,"Alisma triviale",1
52.651737,-110.923225,"Parkland","Wetland","Wet Meadow","W1191","1191",2015,"Lemna trisulca",1
52.66613,-110.693031,"Parkland","Wetland","Wet Meadow","W1192","1192",2015,"Equisetum arvense",1
52.620422,-110.348671,"Parkland","Wetland","Shallow Lake","W1193","1193",2014,"Plantago major",1
52.549477,-110.093994,"Parkland","Wetland","Shallow Lake","W1194","1194",2014,"Schoenoplectus pungens",1
59.063084,-111.784248,"Boreal","Wetland","Marsh","W120","120",2011,"Equisetum fluviatile",1
53.183056,-117.467247,"Rocky Mountain","Wetland","Poor Fen","W1201","1201",2011,"Equisetum pratense",1
53.117416,-117.186401,"Rocky Mountain","Wetland","Poor Fen","W1202","1202",2010,"Drosera anglica",1
53.004383,-115.644264,"Foothills","Wetland","Marsh","W1207","1207",2010,"Scutellaria galericulata",1
53.018326,-115.338051,"Foothills","Wetland","Marsh","W1208","1208",2010,"Rumex occidentalis",1
52.963455,-115.099663,"Foothills","Wetland","Shallow Lake","W1209","1209",2010,"Equisetum sylvaticum",1
59.016956,-111.443527,"Boreal","Wetland","Rich Fen","W121","121",2011,"Calla palustris",1
52.746243,-113.018776,"Parkland","Wetland","Marsh","W1216","1216",2011,"Lemna turionifera",1
52.726601,-112.709099,"Parkland","Wetland","Marsh","W1217","1217",2011,"Brassica napus",1
52.677601,-112.46682,"Parkland","Wetland","Marsh","W1218","1218",2011,"Stachys palustris",1
58.93523,-111.107582,"Canadian Shield","Wetland","Rich Fen","W122","122",2011,"Equisetum arvense",1
52.555283,-111.23951,"Parkland","Wetland","Wet Meadow","W1222","1222",2015,"Persicaria amphibia",1
52.49675,-110.988373,"Parkland","Wetland","Wet Meadow","W1223","1223",2015,"Ruppia cirrhosa",1
52.503891,-110.730148,"Parkland","Wetland","Wet Meadow","W1224","1224",2015,"Schoenoplectus acutus",1
52.414051,-110.432747,"Parkland","Wetland","Shallow Lake","W1225","1225",2014,"Symphoricarpos occidentalis",1
52.411137,-110.134407,"Parkland","Wetland","Shallow Lake","W1226","1226",2014,"Triglochin maritima",1
58.941849,-110.816315,"Canadian Shield","Wetland","Poor Fen","W123","123",2014,"Equisetum fluviatile",1
52.991432,-117.452957,"Rocky Mountain","Wetland","Shallow Lake","W1231","1231",2011,"Equisetum scirpoides",1
52.969749,-117.215393,"Rocky Mountain","Wetland","Poor Fen","W1232","1232",2011,"Equisetum arvense",1
52.951374,-116.918106,"Rocky Mountain","Wetland","Poor Fen","W1233","1233",2011,"Equisetum hyemale",1
52.839851,-115.715553,"Foothills","Wetland","Shallow Lake","W1237","1237",2010,"Equisetum fluviatile",1
52.814526,-115.467941,"Foothills","Wetland","Shallow Lake","W1238","1238",2010,"Equisetum fluviatile",1
52.811741,-115.120705,"Foothills","Wetland","Shallow Lake","W1239","1239",2010,"Equisetum fluviatile",1
58.892406,-110.409058,"Boreal","Wetland","Shallow Lake","W124","124",2014,"Scutellaria galericulata",1
52.577667,-113.085838,"Parkland","Wetland","Marsh","W1246","1246",2011,"Calamagrostis canadensis",1
52.514893,-112.811302,"Parkland","Wetland","Marsh","W1247","1247",2011,"Calamagrostis canadensis",1
52.534279,-112.548889,"Parkland","Wetland","Marsh","W1248","1248",2011,"Rumex fueginus",1
58.865517,-110.195,"Boreal","Wetland","Poor Fen","W125","125",2014,"Equisetum fluviatile",1
52.371078,-111.317314,"Parkland","Wetland","Marsh","W1252","1252",2011,"Persicaria amphibia",1
52.371078,-111.317314,"Parkland","Wetland","Wet Meadow","W1252B","1252B",2015,"Triglochin maritima",1
52.351074,-111.060013,"Parkland","Wetland","Marsh","W1253","1253",2011,"Hippuris vulgaris",1
52.314011,-110.770378,"Parkland","Wetland","Marsh","W1254","1254",2011,"Typha latifolia",1
52.314011,-110.770378,"Parkland","Wetland","Wet Meadow","W1254B","1254B",2015,"Lemna turionifera",1
52.231152,-110.482674,"Parkland","Wetland","Poor Fen","W1255","1255",2014,"Triglochin maritima",1
52.224518,-110.166168,"Parkland","Wetland","Shallow Lake","W1256","1256",2014,"Rumex crispus",1
52.82333,-117.458916,"Rocky Mountain","Wetland","Shallow Lake","W1260","1260",2011,"Bistorta vivipara",1
52.760242,-117.170143,"Rocky Mountain","Wetland","Marsh","W1261","1261",2011,"Equisetum variegatum",1
52.799728,-116.950195,"Rocky Mountain","Wetland","Poor Fen","W1262","1262",2011,"Equisetum variegatum",1
52.590515,-114.898758,"Foothills","Wetland","Shallow Lake","W1269","1269",2014,"Equisetum fluviatile",1
52.53035,-114.58812,"Foothills","Wetland","Poor Fen","W1270","1270",2014,"Galeopsis tetrahit",1
52.521202,-114.312134,"Boreal","Wetland","Shallow Lake","W1271","1271",2014,"Mentha arvensis",1
52.425117,-113.107147,"Parkland","Wetland","Marsh","W1275","1275",2011,"Calamagrostis canadensis",1
52.387444,-112.824402,"Parkland","Wetland","Wet Meadow","W1276","1276",2011,"Tephroseris palustris",1
52.347122,-112.548943,"Parkland","Wetland","Wet Meadow","W1277","1277",2015,"Lemna turionifera",1
52.287441,-112.278847,"Parkland","Wetland","Marsh","W1278","1278",2013,"Lemna turionifera",1
52.260727,-112.000008,"Grassland","Wetland","Marsh","W1279","1279",2013,"Rumex crispus",1
59.447678,-119.101288,"Boreal","Wetland","Bog","W128","128",2014,"Myrica gale",1
52.205681,-111.68856,"Grassland","Wetland","Shallow Lake","W1280","1280",2013,"Lemna turionifera",1
52.219337,-111.400436,"Grassland","Wetland","Marsh","W1281","1281",2013,"Lemna trisulca",1
52.166245,-111.17392,"Grassland","Wetland","Shallow Lake","W1282","1282",2013,"Scutellaria galericulata",1
52.137676,-110.796417,"Grassland","Wetland","Marsh","W1283","1283",2013,"Lemna turionifera",1
52.071507,-110.520279,"Grassland","Wetland","Wet Meadow","W1284","1284",2013,"Mentha arvensis",1
52.066765,-110.288818,"Grassland","Wetland","Marsh","W1285","1285",2013,"Lemna turionifera",1
59.431057,-118.767242,"Boreal","Wetland","Bog","W129","129",2014,"Scutellaria galericulata",1
52.396336,-114.901306,"Boreal","Wetland","Shallow Lake","W1297","1297",2014,"Salix candida",1
52.394562,-114.640388,"Boreal","Wetland","Marsh","W1298","1298",2014,"Equisetum hyemale",1
52.350571,-114.307846,"Boreal","Wetland","Marsh","W1299","1299",2014,"Lemna turionifera",1
59.869965,-112.579437,"Boreal","Wetland","Rich Fen","W13","13",2016,"Triglochin maritima",1
59.372177,-118.382347,"Boreal","Wetland","Bog","W130","130",2014,"Lemna turionifera",1
52.236301,-113.1819,"Parkland","Wetland","Wet Meadow","W1303","1303",2015,"Lemna turionifera",1
52.170185,-112.893677,"Parkland","Wetland","Wet Meadow","W1304","1304",2011,"Lemna turionifera",1
52.124207,-112.581192,"Parkland","Wetland","Wet Meadow","W1305","1305",2015,"Stuckenia pectinata",1
52.106796,-112.350281,"Grassland","Wetland","Marsh","W1306","1306",2013,"Lemna trisulca",1
52.087727,-112.009926,"Grassland","Wetland","Marsh","W1307","1307",2013,"Sagittaria cuneata",1
52.060646,-111.69577,"Grassland","Wetland","Shallow Lake","W1308","1308",2013,"Lemna turionifera",1
52.011173,-111.471664,"Grassland","Wetland","Shallow Lake","W1309","1309",2013,"Lemna turionifera",1
52.001896,-111.194672,"Grassland","Wetland","Marsh","W1310","1310",2013,"Lemna turionifera",1
51.938274,-110.911171,"Grassland","Wetland","Marsh","W1311","1311",2013,"Lemna turionifera",1
51.909885,-110.562592,"Grassland","Wetland","Wet Meadow","W1312","1312",2013,"Rumex crispus",1
51.886597,-110.307915,"Grassland","Wetland","Wet Meadow","W1313","1313",2013,"Scolochloa festucacea",1
51.812878,-110.020561,"Grassland","Wetland","Wet Meadow","W1314","1314",2013,"Lemna trisulca",1
52.221863,-114.977531,"Foothills","Wetland","Shallow Lake","W1326","1326",2014,"Equisetum fluviatile",1
52.227379,-114.69603,"Boreal","Wetland","Shallow Lake","W1327","1327",2014,"Equisetum fluviatile",1
52.160652,-114.464409,"Boreal","Wetland","Marsh","W1328","1328",2014,"Lemna trisulca",1
52.081928,-113.257729,"Parkland","Wetland","Wet Meadow","W1332","1332",2011,"Persicaria amphibia",1
52.019337,-112.946854,"Parkland","Wetland","Marsh","W1333","1333",2011,"Lemna turionifera",1
51.991528,-112.685448,"Parkland","Wetland","Wet Meadow","W1334","1334",2011,"Calamagrostis canadensis",1
51.949348,-112.400352,"Grassland","Wetland","Marsh","W1335","1335",2013,"Rumex crispus",1
51.934284,-112.057968,"Grassland","Wetland","Marsh","W1336","1336",2013,"Elymus repens",1
51.880165,-111.741264,"Grassland","Wetland","Shallow Lake","W1337","1337",2013,"Equisetum arvense",1
51.829441,-111.513512,"Grassland","Wetland","Marsh","W1338","1338",2013,"Lemna turionifera",1
51.804237,-111.278137,"Grassland","Wetland","Shallow Lake","W1339","1339",2013,"Lepidium densiflorum",1
59.327,-117.027519,"Boreal","Wetland","Bog","W134","134",2013,"Myrica gale",1
51.778267,-110.950378,"Grassland","Wetland","Marsh","W1340","1340",2013,"Alisma triviale",1
51.700825,-110.635551,"Grassland","Wetland","Wet Meadow","W1341","1341",2013,"Fallopia convolvulus",1
51.701118,-110.42244,"Grassland","Wetland","Wet Meadow","W1342","1342",2013,"Rumex fueginus",1
51.646828,-110.099785,"Grassland","Wetland","Wet Meadow","W1343","1343",2013,"Symphoricarpos occidentalis",1
59.292957,-116.65461,"Boreal","Wetland","Poor Fen","W135","135",2012,"Equisetum arvense",1
52.018738,-115.006264,"Foothills","Wetland","Shallow Lake","W1353","1353",2008,"Potentilla norvegica",1
52.060474,-114.732391,"Boreal","Wetland","Marsh","W1354","1354",2008,"Persicaria amphibia",1
51.966812,-114.440094,"Boreal","Wetland","Marsh","W1355","1355",2008,"Calla palustris",1
51.942356,-114.136139,"Boreal","Wetland","Marsh","W1356","1356",2013,"Lemna trisulca",1
51.950893,-113.804253,"Parkland","Wetland","Marsh","W1357","1357",2013,"Lemna trisulca",1
51.934963,-113.583092,"Parkland","Wetland","Marsh","W1358","1358",2013,"Lemna trisulca",1
51.837631,-113.303398,"Parkland","Wetland","Marsh","W1359","1359",2014,"Rumex occidentalis",1
59.248165,-116.391609,"Boreal","Wetland","Poor Fen","W136","136",2012,"Equisetum hyemale",1
51.835041,-112.96685,"Parkland","Wetland","Marsh","W1360","1360",2014,"Lemna turionifera",1
51.823643,-112.774269,"Grassland","Wetland","Shallow Lake","W1361","1361",2014,"Rumex crispus",1
51.758121,-112.461449,"Grassland","Wetland","Wet Meadow","W1362","1362",2012,"Lemna turionifera",1
51.720058,-112.105583,"Grassland","Wetland","Marsh","W1363","1363",2012,"Plantago major",1
51.690331,-111.875153,"Grassland","Wetland","Wet Meadow","W1364","1364",2012,"Chenopodium glaucum",1
51.684143,-111.629646,"Grassland","Wetland","Marsh","W1365","1365",2014,"Lemna turionifera",1
51.655506,-111.279984,"Grassland","Wetland","Shallow Lake","W1366","1366",2014,"Medicago sativa",1
51.580669,-110.964806,"Grassland","Wetland","Shallow Lake","W1367","1367",2014,"Poa interior",1
51.570057,-110.756241,"Grassland","Wetland","Wet Meadow","W1368","1368",2012,"Rumex fueginus",1
51.521454,-110.458626,"Grassland","Wetland","Marsh","W1369","1369",2012,"Rumex crispus",1
51.464886,-110.134605,"Grassland","Wetland","Marsh","W1370","1370",2012,"Lemna trisulca",1
51.844158,-115.045753,"Foothills","Wetland","Shallow Lake","W1378","1378",2008,"Lemna turionifera",1
51.846592,-114.763763,"Foothills","Wetland","Shallow Lake","W1379","1379",2008,"Salix pedicellaris",1
51.793423,-114.455902,"Boreal","Wetland","Marsh","W1380","1380",2008,"Lemna trisulca",1
51.787006,-114.146881,"Parkland","Wetland","Marsh","W1381","1381",2013,"Lemna turionifera",1
51.740936,-113.919395,"Parkland","Wetland","Marsh","W1382","1382",2013,"Thlaspi arvense",1
51.733898,-113.641487,"Parkland","Wetland","Marsh","W1383","1383",2013,"Persicaria amphibia",1
51.671181,-113.333687,"Parkland","Wetland","Shallow Lake","W1384","1384",2014,"Rumex crispus",1
51.660389,-113.029747,"Grassland","Wetland","Marsh","W1385","1385",2014,"Mentha arvensis",1
51.654629,-112.760307,"Grassland","Wetland","Shallow Lake","W1386","1386",2014,"Persicaria amphibia",1
51.572464,-112.474205,"Grassland","Wetland","Wet Meadow","W1387","1387",2012,"Chenopodium glaucum",1
51.5336,-112.237404,"Grassland","Wetland","Wet Meadow","W1388","1388",2012,"Lemna trisulca",1
51.522919,-111.884567,"Grassland","Wetland","Wet Meadow","W1389","1389",2012,"Rorippa palustris",1
51.518227,-111.643318,"Grassland","Wetland","Shallow Lake","W1390","1390",2014,"Ceratophyllum demersum",1
51.474148,-111.321152,"Grassland","Wetland","Shallow Lake","W1391","1391",2014,"Polygonum aviculare",1
51.384136,-111.077873,"Grassland","Wetland","Shallow Lake","W1392","1392",2014,"Persicaria amphibia",1
51.398434,-110.77002,"Grassland","Wetland","Wet Meadow","W1393","1393",2012,"Mentha arvensis",1
51.332428,-110.549271,"Grassland","Wetland","Marsh","W1394","1394",2012,"Lemna trisulca",1
51.284584,-110.260117,"Grassland","Wetland","Wet Meadow","W1395","1395",2015,"Triglochin maritima",1
59.796967,-112.230896,"Boreal","Wetland","Rich Fen","W14","14",2016,"Equisetum fluviatile",1
51.709274,-115.120628,"Foothills","Wetland","Poor Fen","W1402","1402",2008,"Equisetum hyemale",1
51.656414,-114.798325,"Foothills","Wetland","Shallow Lake","W1403","1403",2008,"Rubus arcticus",1
51.628845,-114.555679,"Boreal","Wetland","Shallow Lake","W1404","1404",2008,"Lemna trisulca",1
51.57692,-114.218719,"Parkland","Wetland","Marsh","W1405","1405",2013,"Lemna turionifera",1
51.565754,-114.0187,"Parkland","Wetland","Marsh","W1406","1406",2013,"Callitriche hermaphroditica",1
51.548641,-113.706932,"Grassland","Wetland","Shallow Lake","W1407","1407",2013,"Hordeum jubatum",1
51.509693,-113.403748,"Grassland","Wetland","Marsh","W1408","1408",2014,"Rumex occidentalis",1
51.482254,-113.121147,"Grassland","Wetland","Shallow Lake","W1409","1409",2014,"Equisetum palustre",1
51.479015,-112.805328,"Grassland","Wetland","Marsh","W1410","1410",2014,"Persicaria amphibia",1
51.412235,-112.587357,"Grassland","Wetland","Wet Meadow","W1411","1411",2012,"Equisetum arvense",1
51.398739,-112.253281,"Grassland","Wetland","Wet Meadow","W1412","1412",2012,"Alopecurus aequalis",1
51.33112,-111.985046,"Grassland","Wetland","Wet Meadow","W1413","1413",2012,"Rumex triangulivalvis",1
51.299282,-111.666855,"Grassland","Wetland","Marsh","W1414","1414",2014,"Rumex stenophyllus",1
51.299141,-111.39669,"Grassland","Wetland","Shallow Lake","W1415","1415",2014,"Rumex stenophyllus",1
51.21452,-111.136772,"Grassland","Wetland","Shallow Lake","W1416","1416",2014,"Persicaria amphibia",1
51.179108,-110.888245,"Grassland","Wetland","Wet Meadow","W1417","1417",2012,"Carex atherodes",1
51.152718,-110.549149,"Grassland","Wetland","Wet Meadow","W1418","1418",2012,"Carex atherodes",1
51.113495,-110.340263,"Grassland","Wetland","Wet Meadow","W1419","1419",2012,"Persicaria amphibia",1
51.459274,-114.296379,"Parkland","Wetland","Wet Meadow","W1428","1428",2010,"Persicaria amphibia",1
51.373363,-114.022156,"Grassland","Wetland","Marsh","W1429","1429",2010,"Persicaria amphibia",1
51.377083,-113.72921,"Grassland","Wetland","Wet Meadow","W1430","1430",2010,"Lycopus asper",1
51.361668,-113.435425,"Grassland","Wetland","Marsh","W1431","1431",2014,"Persicaria lapathifolia",1
51.285931,-113.162788,"Grassland","Wetland","Marsh","W1432","1432",2014,"Mentha arvensis",1
51.31144,-112.89843,"Grassland","Wetland","Shallow Lake","W1433","1433",2014,"Rumex fueginus",1
51.230656,-112.634445,"Grassland","Wetland","Wet Meadow","W1434","1434",2015,"Lemna trisulca",1
51.225536,-112.269989,"Grassland","Wetland","Marsh","W1435","1435",2015,"Persicaria amphibia",1
51.158115,-112.060234,"Grassland","Wetland","Marsh","W1436","1436",2015,"Lemna trisulca",1
51.105412,-111.760864,"Grassland","Wetland","Marsh","W1437","1437",2011,"Persicaria amphibia",1
51.101788,-111.487175,"Grassland","Wetland","Marsh","W1438","1438",2011,"Persicaria amphibia",1
51.026218,-111.178215,"Grassland","Wetland","Marsh","W1439","1439",2011,"Ceratophyllum demersum",1
51.008621,-110.869843,"Grassland","Wetland","Shallow Lake","W1440","1440",2012,"Persicaria amphibia",1
50.968857,-110.58252,"Grassland","Wetland","Marsh","W1441","1441",2012,"Bolboschoenus maritimus",1
50.962753,-110.353027,"Grassland","Wetland","Marsh","W1442","1442",2012,"Schoenoplectus tabernaemontani",1
50.87767,-110.086479,"Grassland","Wetland","Marsh","W1443","1443",2010,"Lycopus americanus",1
51.242962,-114.37545,"Parkland","Wetland","Wet Meadow","W1450","1450",2010,"Rumex fueginus",1
51.203373,-114.092514,"Grassland","Wetland","Wet Meadow","W1451","1451",2010,"Lemna turionifera",1
51.183567,-113.851097,"Grassland","Wetland","Marsh","W1452","1452",2010,"Triglochin maritima",1
51.142086,-113.503624,"Grassland","Wetland","Shallow Lake","W1453","1453",2014,"Rumex fueginus",1
51.160454,-113.244972,"Grassland","Wetland","Marsh","W1454","1454",2014,"Eleocharis palustris",1
