"Latitude","Longitude","Protocol","NRNAME","WetlandType","Site","Year","rich","totdist_percent","UniqueID","CSI","propexotic"
51.384136,-111.077873,"Wetland","Grassland","Shallow Lake","1392",2014,40,17.8222396,"Wetland_1392",0.521195317175,12.5
51.398434,-110.77002,"Terrestrial","Grassland","Marsh","1393",2015,34,0,"Terrestrial_1393",0.626225406970588,11.7647058823529
51.398434,-110.77002,"Wetland","Grassland","Wet Meadow","1393",2012,36,14.2235531,"Wetland_1393",0.56693166225,27.7777777777778
51.398434,-110.77002,"Wetland","Grassland","Wet Meadow","1393",2015,33,16.0652824,"Wetland_1393",0.505679011181818,18.1818181818182
51.398739,-112.253281,"Wetland","Grassland","Wet Meadow","1412",2012,14,50.2470928,"Wetland_1412",0.534443292785714,21.4285714285714
51.398739,-112.253281,"Wetland","Grassland","Wet Meadow","1412",2016,42,53.2722314,"Wetland_1412",0.547192208119048,23.8095238095238
51.412235,-112.587357,"Terrestrial","Grassland","Marsh","1411",2012,11,99.9996590716947,"Terrestrial_1411",1.186953392,72.7272727272727
51.412235,-112.587357,"Terrestrial","Grassland","Marsh","1411",2016,8,97.0730100799415,"Terrestrial_1411",1.310767786375,87.5
51.412235,-112.587357,"Wetland","Grassland","Wet Meadow","1411",2012,54,83.3544474,"Wetland_1411",0.552304360462963,16.6666666666667
51.412235,-112.587357,"Wetland","Grassland","Wet Meadow","1411",2016,26,29.8280914,"Wetland_1411",0.515161003538462,11.5384615384615
51.459274,-114.296379,"Terrestrial","Parkland","Wet Meadow","1428",2010,34,93.2549300344315,"Terrestrial_1428",0.727515601264706,55.8823529411765
51.459274,-114.296379,"Terrestrial","Parkland","Wet Meadow","1428",2016,25,89.5635187599021,"Terrestrial_1428",0.6032319612,56
51.459274,-114.296379,"Wetland","Parkland","Wet Meadow","1428",2010,48,1.7105795,"Wetland_1428",0.501516487958333,12.5
51.459274,-114.296379,"Wetland","Parkland","Wet Meadow","1428",2016,49,0.6942905,"Wetland_1428",0.451495923918367,12.2448979591837
51.464886,-110.134605,"Terrestrial","Grassland","Wet Meadow","1370",2012,28,96.9500227739862,"Terrestrial_1370",0.98256767925,67.8571428571429
51.464886,-110.134605,"Terrestrial","Grassland","Wet Meadow","1370",2015,38,96.9491390601937,"Terrestrial_1370",0.891461826421053,63.1578947368421
51.464886,-110.134605,"Wetland","Grassland","Marsh","1370",2012,27,60.8930234,"Wetland_1370",0.528439500407407,22.2222222222222
51.464886,-110.134605,"Wetland","Grassland","Marsh","1370",2015,29,74.0295195,"Wetland_1370",0.478355523689655,20.6896551724138
51.474148,-111.321152,"Wetland","Grassland","Shallow Lake","1391",2014,31,14.3521722,"Wetland_1391",0.546450300225806,12.9032258064516
51.479015,-112.805328,"Wetland","Grassland","Marsh","1410",2014,30,97.8563211,"Wetland_1410",0.5839627178,23.3333333333333
51.482254,-113.121147,"Wetland","Grassland","Shallow Lake","1409",2014,44,81.8789119,"Wetland_1409",0.512350680681818,27.2727272727273
51.509693,-113.403748,"Wetland","Grassland","Marsh","1408",2014,40,69.8366267,"Wetland_1408",0.52845788985,20
51.518227,-111.643318,"Wetland","Grassland","Shallow Lake","1390",2014,25,9.7496266,"Wetland_1390",0.58944839432,8
51.521454,-110.458626,"Terrestrial","Grassland","Marsh","1369",2012,7,99.9997846583393,"Terrestrial_1369",1.07401441642857,71.4285714285714
51.521454,-110.458626,"Terrestrial","Grassland","Marsh","1369",2015,14,99.9997556641284,"Terrestrial_1369",0.758165348428571,50
51.521454,-110.458626,"Wetland","Grassland","Marsh","1369",2012,29,0,"Wetland_1369",0.591641906413793,31.0344827586207
51.521454,-110.458626,"Wetland","Grassland","Marsh","1369",2015,23,89.2638998,"Wetland_1369",0.462359527217391,21.7391304347826
51.522919,-111.884567,"Terrestrial","Grassland","Marsh","1389",2012,55,29.2604753391185,"Terrestrial_1389",0.6524269732,20
51.522919,-111.884567,"Terrestrial","Grassland","Marsh","1389",2016,52,50.6896429213745,"Terrestrial_1389",0.669243540653846,19.2307692307692
51.522919,-111.884567,"Wetland","Grassland","Wet Meadow","1389",2012,61,84.0608916,"Wetland_1389",0.498171782131148,16.3934426229508
51.522919,-111.884567,"Wetland","Grassland","Wet Meadow","1389",2016,39,72.7010684,"Wetland_1389",0.631491803410256,25.6410256410256
51.5336,-112.237404,"Wetland","Grassland","Wet Meadow","1388",2012,58,33.2717842,"Wetland_1388",0.519419345413793,13.7931034482759
51.5336,-112.237404,"Wetland","Grassland","Wet Meadow","1388",2016,33,34.5779276,"Wetland_1388",0.538031496727273,18.1818181818182
51.548641,-113.706932,"Terrestrial","Grassland","Marsh","1407",2013,55,90.1905605350314,"Terrestrial_1407",0.768111648527273,54.5454545454545
51.548641,-113.706932,"Wetland","Grassland","Shallow Lake","1407",2013,40,15.6137025,"Wetland_1407",0.507499121875,12.5
51.565754,-114.0187,"Wetland","Parkland","Marsh","1406",2013,43,88.2069368,"Wetland_1406",0.581043758744186,34.8837209302326
51.570057,-110.756241,"Wetland","Grassland","Wet Meadow","1368",2012,34,2.4495234,"Wetland_1368",0.525671084529412,8.82352941176471
51.570057,-110.756241,"Wetland","Grassland","Wet Meadow","1368",2015,27,2.7588795,"Wetland_1368",0.486580453074074,14.8148148148148
51.572464,-112.474205,"Terrestrial","Grassland","Wet Meadow","1387",2012,38,81.2217750090645,"Terrestrial_1387",0.748350162026316,47.3684210526316
51.572464,-112.474205,"Terrestrial","Grassland","Wet Meadow","1387",2016,40,87.9600892178817,"Terrestrial_1387",0.759332816525,45
51.572464,-112.474205,"Wetland","Grassland","Wet Meadow","1387",2012,22,85.8808048,"Wetland_1387",0.523654418272727,9.09090909090909
51.572464,-112.474205,"Wetland","Grassland","Wet Meadow","1387",2016,32,93.1060515,"Wetland_1387",0.5693753534375,40.625
51.57692,-114.218719,"Terrestrial","Parkland","Marsh","1405",2013,35,99.9996504349543,"Terrestrial_1405",0.782197892571429,65.7142857142857
51.57692,-114.218719,"Wetland","Parkland","Marsh","1405",2013,4,9.4808039,"Wetland_1405",0.479973013,0
51.580669,-110.964806,"Wetland","Grassland","Shallow Lake","1367",2014,61,2.9302322,"Wetland_1367",0.641191855344262,8.19672131147541
51.628845,-114.555679,"Wetland","Boreal","Shallow Lake","1404",2008,33,51.0186305,"Wetland_1404",0.477183887666667,21.2121212121212
51.646828,-110.099785,"Terrestrial","Grassland","Marsh","1343",2013,70,1.95678196566177,"Terrestrial_1343",0.872554572114286,10
51.646828,-110.099785,"Terrestrial","Grassland","Marsh","1343",2016,54,52.4458515979588,"Terrestrial_1343",0.80833887787037,12.962962962963
51.646828,-110.099785,"Wetland","Grassland","Wet Meadow","1343",2013,46,5.7848904,"Wetland_1343",0.539184418217391,23.9130434782609
51.646828,-110.099785,"Wetland","Grassland","Wet Meadow","1343",2016,39,51.2959068,"Wetland_1343",0.581514655897436,20.5128205128205
51.654629,-112.760307,"Wetland","Grassland","Shallow Lake","1386",2014,29,49.5641106,"Wetland_1386",0.460418431206897,20.6896551724138
51.655506,-111.279984,"Wetland","Grassland","Shallow Lake","1366",2014,24,57.6613615,"Wetland_1366",0.741823175833333,45.8333333333333
51.656414,-114.798325,"Wetland","Foothills","Shallow Lake","1403",2008,24,1.015142,"Wetland_1403",0.653358557958333,0
51.660389,-113.029747,"Wetland","Grassland","Marsh","1385",2014,42,88.3070793,"Wetland_1385",0.542649462285714,19.047619047619
51.671181,-113.333687,"Wetland","Parkland","Shallow Lake","1384",2014,35,69.979475,"Wetland_1384",0.503383177971429,31.4285714285714
51.684143,-111.629646,"Wetland","Grassland","Marsh","1365",2014,5,0.684221,"Wetland_1365",0.4179109744,0
51.690331,-111.875153,"Terrestrial","Grassland","Marsh","1364",2012,18,99.9999999748601,"Terrestrial_1364",0.938263721833333,61.1111111111111
51.690331,-111.875153,"Terrestrial","Grassland","Marsh","1364",2016,6,82.9528248965748,"Terrestrial_1364",0.964672364666667,83.3333333333333
51.690331,-111.875153,"Wetland","Grassland","Wet Meadow","1364",2012,43,3.1666289,"Wetland_1364",0.57382210527907,27.906976744186
51.690331,-111.875153,"Wetland","Grassland","Wet Meadow","1364",2016,35,70.7229624,"Wetland_1364",0.525796111714286,25.7142857142857
51.700825,-110.635551,"Terrestrial","Grassland","Marsh","1341",2013,63,87.0370496099661,"Terrestrial_1341",0.626545285952381,34.9206349206349
51.700825,-110.635551,"Terrestrial","Grassland","Marsh","1341",2016,45,78.8366807256035,"Terrestrial_1341",0.643914452088889,42.2222222222222
51.700825,-110.635551,"Wetland","Grassland","Wet Meadow","1341",2013,42,75.8708266,"Wetland_1341",0.587803323190476,26.1904761904762
51.700825,-110.635551,"Wetland","Grassland","Wet Meadow","1341",2016,29,81.5463,"Wetland_1341",0.615146393413793,37.9310344827586
51.701118,-110.42244,"Terrestrial","Grassland","Marsh","1342",2013,63,99.9996864880105,"Terrestrial_1342",0.60384544968254,33.3333333333333
51.701118,-110.42244,"Terrestrial","Grassland","Marsh","1342",2016,45,99.5447514521321,"Terrestrial_1342",0.6741360146,42.2222222222222
51.701118,-110.42244,"Wetland","Grassland","Wet Meadow","1342",2013,33,91.6063631,"Wetland_1342",0.601432626969697,30.3030303030303
51.701118,-110.42244,"Wetland","Grassland","Wet Meadow","1342",2016,31,85.8150437,"Wetland_1342",0.612345905419355,29.0322580645161
51.709274,-115.120628,"Wetland","Foothills","Poor Fen","1402",2008,38,26.6376452,"Wetland_1402",0.63840787481579,0
51.720058,-112.105583,"Wetland","Grassland","Marsh","1363",2012,43,80.5556451,"Wetland_1363",0.519362823837209,25.5813953488372
51.720058,-112.105583,"Wetland","Grassland","Marsh","1363",2016,29,97.5219701,"Wetland_1363",0.549715071517241,31.0344827586207
51.733898,-113.641487,"Terrestrial","Parkland","Marsh","OG-1383-1",2013,44,5.53093352549863,"Terrestrial_OG-1383-1",0.611727161568182,9.09090909090909
51.733898,-113.641487,"Wetland","Parkland","Marsh","1383",2013,51,72.5671139,"Wetland_1383",0.649398535372549,33.3333333333333
51.740936,-113.919395,"Wetland","Parkland","Marsh","1382",2013,31,75.9917281,"Wetland_1382",0.524418823548387,19.3548387096774
51.758121,-112.461449,"Wetland","Grassland","Wet Meadow","1362",2012,27,87.7582338,"Wetland_1362",0.566198767407407,29.6296296296296
51.758121,-112.461449,"Wetland","Grassland","Wet Meadow","1362",2016,28,89.9294034,"Wetland_1362",0.570344942928571,35.7142857142857
51.778267,-110.950378,"Wetland","Grassland","Marsh","1340",2013,36,72.9851074,"Wetland_1340",0.595523697444444,13.8888888888889
51.787006,-114.146881,"Terrestrial","Parkland","Marsh","1381",2013,17,98.3374552877022,"Terrestrial_1381",0.987947078294118,82.3529411764706
51.787006,-114.146881,"Wetland","Parkland","Marsh","1381",2013,26,90.1745222,"Wetland_1381",0.527045450307692,26.9230769230769
51.793423,-114.455902,"Wetland","Boreal","Marsh","1380",2008,52,52.8473752,"Wetland_1380",0.605528828615385,3.84615384615385
51.804237,-111.278137,"Wetland","Grassland","Shallow Lake","1339",2013,31,51.359383,"Wetland_1339",0.634841528741935,12.9032258064516
51.812878,-110.020561,"Terrestrial","Grassland","Marsh","1314",2013,76,18.2977139242527,"Terrestrial_1314",0.778170021184211,11.8421052631579
51.812878,-110.020561,"Terrestrial","Grassland","Marsh","1314",2016,55,18.9410958477018,"Terrestrial_1314",0.639900254654545,12.7272727272727
51.812878,-110.020561,"Wetland","Grassland","Wet Meadow","1314",2013,26,12.1470057,"Wetland_1314",0.516964148153846,26.9230769230769
51.812878,-110.020561,"Wetland","Grassland","Wet Meadow","1314",2016,31,15.5527432,"Wetland_1314",0.558338892290323,25.8064516129032
51.823643,-112.774269,"Wetland","Grassland","Shallow Lake","1361",2014,45,34.6260684,"Wetland_1361",0.547592465244444,24.4444444444444
51.829441,-111.513512,"Terrestrial","Grassland","Marsh","OG-1338-1",2011,65,9.51040592659256,"Terrestrial_OG-1338-1",0.751548884092308,6.15384615384615
51.829441,-111.513512,"Wetland","Grassland","Marsh","1338",2013,35,5.1868605,"Wetland_1338",0.596300235171429,14.2857142857143
51.835041,-112.96685,"Wetland","Parkland","Marsh","1360",2014,42,82.2644456,"Wetland_1360",0.487365712119048,26.1904761904762
51.837631,-113.303398,"Wetland","Parkland","Marsh","1359",2014,29,83.4145198,"Wetland_1359",0.525132971482759,24.1379310344828
51.844158,-115.045753,"Wetland","Foothills","Shallow Lake","1378",2008,32,3.0582967,"Wetland_1378",0.6257707805,0
51.846592,-114.763763,"Wetland","Foothills","Shallow Lake","1379",2008,33,3.3329827,"Wetland_1379",0.749363162636364,0
51.880165,-111.741264,"Terrestrial","Grassland","Marsh","1337",2013,20,99.9999999748601,"Terrestrial_1337",0.8984995834,55
51.880165,-111.741264,"Wetland","Grassland","Shallow Lake","1337",2013,41,92.9550395,"Wetland_1337",0.561655842121951,34.1463414634146
51.886597,-110.307915,"Terrestrial","Grassland","Swamp","1313",2013,37,74.3508456238258,"Terrestrial_1313",0.799058814918919,56.7567567567568
51.886597,-110.307915,"Terrestrial","Grassland","Swamp","1313",2016,25,72.946100958741,"Terrestrial_1313",0.68353691896,40
51.886597,-110.307915,"Wetland","Grassland","Wet Meadow","1313",2013,21,93.9599735,"Wetland_1313",0.50031357747619,19.047619047619
51.886597,-110.307915,"Wetland","Grassland","Wet Meadow","1313",2016,16,85.6399516,"Wetland_1313",0.655069022,37.5
51.909885,-110.562592,"Terrestrial","Grassland","Wet Meadow","1312",2013,81,16.1080655187026,"Terrestrial_1312",0.794021677962963,16.0493827160494
51.909885,-110.562592,"Terrestrial","Grassland","Wet Meadow","1312",2016,54,17.9608423337521,"Terrestrial_1312",0.765799357777778,12.962962962963
51.909885,-110.562592,"Wetland","Grassland","Wet Meadow","1312",2013,46,36.8605516,"Wetland_1312",0.547448303347826,13.0434782608696
51.909885,-110.562592,"Wetland","Grassland","Wet Meadow","1312",2016,60,43.1965726,"Wetland_1312",0.5616063031,15
51.934284,-112.057968,"Wetland","Grassland","Marsh","1336",2013,21,46.8298392,"Wetland_1336",0.500529990333333,28.5714285714286
51.934963,-113.583092,"Wetland","Parkland","Marsh","1358",2013,36,80.659614,"Wetland_1358",0.459533872222222,19.4444444444444
51.938274,-110.911171,"Wetland","Grassland","Marsh","1311",2013,33,42.9259176,"Wetland_1311",0.528381118272727,9.09090909090909
51.942356,-114.136139,"Wetland","Boreal","Marsh","1356",2013,55,84.973952,"Wetland_1356",0.479285350418182,12.7272727272727
51.949348,-112.400352,"Terrestrial","Grassland","Marsh","1335",2013,52,78.9414422002217,"Terrestrial_1335",0.780958198384615,53.8461538461538
51.949348,-112.400352,"Wetland","Grassland","Marsh","1335",2013,29,82.6112823,"Wetland_1335",0.516036448172414,24.1379310344828
51.950893,-113.804253,"Terrestrial","Parkland","Marsh","1357",2013,79,66.0360199820764,"Terrestrial_1357",0.756838307506329,27.8481012658228
51.950893,-113.804253,"Wetland","Parkland","Marsh","1357",2013,36,96.516634,"Wetland_1357",0.590074193777778,25
51.966812,-114.440094,"Terrestrial","Boreal","Marsh","1355",2008,57,48.8399626040795,"Terrestrial_1355",0.524761624789474,14.0350877192982
51.966812,-114.440094,"Wetland","Boreal","Marsh","1355",2008,42,34.551563,"Wetland_1355",0.578148320380952,7.14285714285714
51.991528,-112.685448,"Wetland","Parkland","Wet Meadow","1334",2011,22,12.814021,"Wetland_1334",0.449202429727273,9.09090909090909
51.991528,-112.685448,"Wetland","Parkland","Wet Meadow","1334",2015,49,39.3604189,"Wetland_1334",0.519154174857143,12.2448979591837
52.001896,-111.194672,"Wetland","Grassland","Marsh","1310",2013,51,58.5785249,"Wetland_1310",0.510813035568627,23.5294117647059
52.011173,-111.471664,"Wetland","Grassland","Shallow Lake","1309",2013,39,78.1807921,"Wetland_1309",0.519001004871795,25.6410256410256
52.018738,-115.006264,"Terrestrial","Foothills","Poor Fen","OG-1353-1",2010,40,99.999556317128,"Terrestrial_OG-1353-1",0.561435019125,12.5
52.018738,-115.006264,"Wetland","Foothills","Shallow Lake","1353",2008,27,75.0814565,"Wetland_1353",0.502559038259259,3.7037037037037
52.019337,-112.946854,"Terrestrial","Parkland","Wet Meadow","1333",2011,88,55.758223869819,"Terrestrial_1333",0.714463210261364,21.5909090909091
52.019337,-112.946854,"Terrestrial","Parkland","Wet Meadow","1333",2015,62,55.7547935413752,"Terrestrial_1333",0.60685505483871,27.4193548387097
52.019337,-112.946854,"Wetland","Parkland","Marsh","1333",2011,19,28.6497262,"Wetland_1333",0.534522918894737,21.0526315789474
52.019337,-112.946854,"Wetland","Parkland","Marsh","1333",2015,40,21.6776474,"Wetland_1333",0.5836273794,22.5
52.052853,-113.565216,"Terrestrial","Parkland","Marsh","OG-1331-1",2011,107,68.8693528241268,"Terrestrial_OG-1331-1",0.638120425205608,13.0841121495327
52.052853,-113.565216,"Wetland","Parkland","Shallow Lake","OG-1331-1",2011,56,0,"Wetland_OG-1331-1",0.519388765535714,10.7142857142857
52.060474,-114.732391,"Terrestrial","Boreal","Marsh","1354",2008,93,23.6831069342983,"Terrestrial_1354",0.632890459655914,13.9784946236559
52.060474,-114.732391,"Terrestrial","Boreal","Poor Fen","OG-1354-1",2010,61,0,"Terrestrial_OG-1354-1",0.571163012,26.2295081967213
52.060474,-114.732391,"Wetland","Boreal","Marsh","1354",2008,45,7.369033,"Wetland_1354",0.510988659066667,2.22222222222222
52.060646,-111.69577,"Wetland","Grassland","Shallow Lake","1308",2013,29,77.3675655,"Wetland_1308",0.607602079827586,34.4827586206897
52.066765,-110.288818,"Terrestrial","Grassland","Swamp","1285",2013,107,16.9359862424435,"Terrestrial_1285",0.705766370757009,12.1495327102804
52.066765,-110.288818,"Terrestrial","Grassland","Swamp","1285",2016,79,14.0386512993251,"Terrestrial_1285",0.665689777050633,12.6582278481013
52.066765,-110.288818,"Wetland","Grassland","Marsh","1285",2013,40,90.6824839,"Wetland_1285",0.489845898375,22.5
52.071507,-110.520279,"Terrestrial","Grassland","Wet Meadow","1284",2013,95,2.93514354419675,"Terrestrial_1284",0.820599774747368,14.7368421052632
52.071507,-110.520279,"Terrestrial","Grassland","Wet Meadow","1284",2016,51,99.9995992705872,"Terrestrial_1284",0.769506686039216,11.7647058823529
52.071507,-110.520279,"Wetland","Grassland","Wet Meadow","1284",2013,20,4.311942,"Wetland_1284",0.43828842085,25
52.071507,-110.520279,"Wetland","Grassland","Wet Meadow","1284",2016,32,19.9664905,"Wetland_1284",0.4844937876875,15.625
52.081928,-113.257729,"Wetland","Parkland","Shallow Lake","OG-1332-1",2011,22,0,"Wetland_OG-1332-1",0.596474729045455,13.6363636363636
52.081928,-113.257729,"Wetland","Parkland","Wet Meadow","1332",2011,12,53.307975,"Wetland_1332",0.452421054333333,8.33333333333333
52.081928,-113.257729,"Wetland","Parkland","Wet Meadow","1332",2015,40,59.0657521,"Wetland_1332",0.46015160915,22.5
52.086155,-115.320328,"Terrestrial","Foothills","Bog","OG-1352-1",2010,67,17.2279263280538,"Terrestrial_OG-1352-1",0.548128890776119,16.4179104477612
52.087727,-112.009926,"Terrestrial","Grassland","Marsh","1307",2013,57,46.4871670325613,"Terrestrial_1307",0.782043122736842,3.50877192982456
52.087727,-112.009926,"Wetland","Grassland","Marsh","1307",2013,30,18.4698754,"Wetland_1307",0.598293738433333,26.6666666666667
52.106796,-112.350281,"Terrestrial","Grassland","Marsh","1306",2013,80,72.1864180022403,"Terrestrial_1306",0.593540154975,20
52.106796,-112.350281,"Wetland","Grassland","Marsh","1306",2013,8,9.0404632,"Wetland_1306",0.484778966125,12.5
52.124207,-112.581192,"Terrestrial","Parkland","Marsh","1305",2009,66,3.61950378557409,"Terrestrial_1305",0.645056340848485,15.1515151515152
52.124207,-112.581192,"Terrestrial","Parkland","Marsh","1305",2015,58,3.60628096473749,"Terrestrial_1305",0.473661715396552,15.5172413793103
52.124207,-112.581192,"Wetland","Parkland","Wet Meadow","1305",2015,36,67.3476029,"Wetland_1305",0.597882521944444,19.4444444444444
52.137676,-110.796417,"Terrestrial","Grassland","Marsh","OG-1283-1",2011,76,0,"Terrestrial_OG-1283-1",0.759141631644737,9.21052631578947
52.137676,-110.796417,"Wetland","Grassland","Marsh","1283",2013,46,3.96967,"Wetland_1283",0.582807305956522,21.7391304347826
52.160652,-114.464409,"Wetland","Boreal","Marsh","1328",2014,34,93.2958009,"Wetland_1328",0.478271870352941,2.94117647058824
52.166245,-111.17392,"Wetland","Grassland","Shallow Lake","1282",2013,29,97.9680824,"Wetland_1282",0.531671983551724,20.6896551724138
52.170185,-112.893677,"Wetland","Parkland","Wet Meadow","1304",2011,22,74.5440044,"Wetland_1304",0.5506721095,18.1818181818182
52.170185,-112.893677,"Wetland","Parkland","Wet Meadow","1304",2015,26,80.9927136,"Wetland_1304",0.541770563230769,19.2307692307692
52.205681,-111.68856,"Terrestrial","Grassland","Marsh","1280",2013,119,47.7071083198483,"Terrestrial_1280",0.737007674495798,13.4453781512605
52.205681,-111.68856,"Wetland","Grassland","Shallow Lake","1280",2013,12,74.0538481,"Wetland_1280",0.455344374083333,8.33333333333333
52.219337,-111.400436,"Wetland","Grassland","Marsh","1281",2013,31,8.565254,"Wetland_1281",0.562217256096774,6.45161290322581
52.221863,-114.977531,"Wetland","Foothills","Shallow Lake","1326",2014,47,23.5212198,"Wetland_1326",0.631449519744681,8.51063829787234
52.224518,-110.166168,"Wetland","Parkland","Shallow Lake","1256",2014,34,92.2663022,"Wetland_1256",0.591544420558824,23.5294117647059
52.227379,-114.69603,"Wetland","Boreal","Shallow Lake","1327",2014,41,12.182502,"Wetland_1327",0.710053973878049,0
52.231152,-110.482674,"Wetland","Parkland","Poor Fen","1255",2014,18,66.3319085,"Wetland_1255",0.625511154555556,16.6666666666667
52.236301,-113.1819,"Terrestrial","Parkland","Wet Meadow","1303",2009,13,99.999530331796,"Terrestrial_1303",0.858708746846154,69.2307692307692
52.236301,-113.1819,"Terrestrial","Parkland","Wet Meadow","1303",2015,42,99.9994949484691,"Terrestrial_1303",0.728473312452381,42.8571428571429
52.236301,-113.1819,"Wetland","Parkland","Wet Meadow","1303",2009,45,86.7314817,"Wetland_1303",0.586569133511111,24.4444444444444
52.236301,-113.1819,"Wetland","Parkland","Wet Meadow","1303",2015,37,82.102968,"Wetland_1303",0.656316227324324,37.8378378378378
52.260727,-112.000008,"Wetland","Grassland","Marsh","1279",2013,26,49.5357556,"Wetland_1279",0.582464462423077,19.2307692307692
52.287441,-112.278847,"Terrestrial","Parkland","Swamp","1278",2013,28,79.4860826385819,"Terrestrial_1278",0.935463128678571,67.8571428571429
52.287441,-112.278847,"Wetland","Parkland","Marsh","1278",2013,21,67.5050688,"Wetland_1278",0.455530338142857,28.5714285714286
52.314011,-110.770378,"Terrestrial","Parkland","Wet Meadow","1254",2007,34,3.97106248951299,"Terrestrial_1254",0.992979642352941,5.88235294117647
52.314011,-110.770378,"Terrestrial","Parkland","Wet Meadow","1254",2015,41,3.97074924467557,"Terrestrial_1254",0.972562601536585,7.31707317073171
52.314011,-110.770378,"Wetland","Parkland","Marsh","1254",2011,42,2.9092763,"Wetland_1254",0.589481771571429,7.14285714285714
52.314011,-110.770378,"Wetland","Parkland","Wet Meadow","1254B",2015,32,24.1184206,"Wetland_1254B",0.56876190359375,6.25
52.347122,-112.548943,"Wetland","Parkland","Wet Meadow","1277",2009,52,45.5005684,"Wetland_1277",0.520442428884615,15.3846153846154
52.347122,-112.548943,"Wetland","Parkland","Wet Meadow","1277",2015,44,52.820487,"Wetland_1277",0.471837370272727,20.4545454545455
52.350571,-114.307846,"Wetland","Boreal","Marsh","1299",2014,40,94.917921,"Wetland_1299",0.450439742275,22.5
52.351074,-111.060013,"Terrestrial","Parkland","Wet Meadow","1253",2007,59,70.3899935809038,"Terrestrial_1253",0.573215434627119,20.3389830508475
52.351074,-111.060013,"Terrestrial","Parkland","Wet Meadow","1253",2015,54,70.3900117627645,"Terrestrial_1253",0.559522449037037,12.962962962963
52.351074,-111.060013,"Wetland","Parkland","Marsh","1253",2011,43,16.1738923,"Wetland_1253",0.491503098651163,11.6279069767442
52.351074,-111.060013,"Wetland","Parkland","Marsh","1253",2015,26,17.6385705,"Wetland_1253",0.542859350461538,15.3846153846154
52.371078,-111.317314,"Terrestrial","Parkland","Wet Meadow","1252",2007,13,99.9999999748601,"Terrestrial_1252",0.944472081692308,69.2307692307692
52.371078,-111.317314,"Terrestrial","Parkland","Wet Meadow","1252",2015,16,99.9999999748601,"Terrestrial_1252",0.8222198204375,56.25
52.371078,-111.317314,"Wetland","Parkland","Marsh","1252",2011,41,92.3521958,"Wetland_1252",0.514295647512195,29.2682926829268
52.371078,-111.317314,"Wetland","Parkland","Wet Meadow","1252B",2015,18,45.1467744,"Wetland_1252B",0.582182714388889,5.55555555555556
52.387444,-112.824402,"Terrestrial","Parkland","Marsh","1276",2011,19,99.9999999748601,"Terrestrial_1276",0.746937833947368,57.8947368421053
52.387444,-112.824402,"Terrestrial","Parkland","Marsh","1276",2015,21,99.9999999748601,"Terrestrial_1276",1.0049981652381,80.9523809523809
52.387444,-112.824402,"Wetland","Parkland","Wet Meadow","1276",2011,31,93.8601804,"Wetland_1276",0.626399674548387,41.9354838709677
52.387444,-112.824402,"Wetland","Parkland","Wet Meadow","1276",2015,28,94.8361204,"Wetland_1276",0.61428760575,32.1428571428571
52.394562,-114.640388,"Wetland","Boreal","Marsh","1298",2014,30,41.443192,"Wetland_1298",0.612857605066667,13.3333333333333
52.396336,-114.901306,"Wetland","Boreal","Shallow Lake","1297",2014,48,6.0386085,"Wetland_1297",0.775660609333333,6.25
52.411137,-110.134407,"Wetland","Parkland","Shallow Lake","1226",2014,15,54.9376654,"Wetland_1226",0.678057542,26.6666666666667
52.414051,-110.432747,"Terrestrial","Parkland","Marsh","1225",2013,20,0,"Terrestrial_1225",0.762616956,70
52.414051,-110.432747,"Terrestrial","Parkland","Marsh","1225",2014,19,99.991108288012,"Terrestrial_1225",0.876895206105263,73.6842105263158
52.414051,-110.432747,"Wetland","Parkland","Shallow Lake","1225",2014,27,55.8610395,"Wetland_1225",0.565060075222222,22.2222222222222
52.425117,-113.107147,"Wetland","Parkland","Marsh","1275",2011,19,72.4663391,"Wetland_1275",0.454938004578947,5.26315789473684
52.425117,-113.107147,"Wetland","Parkland","Marsh","1275",2015,50,73.3548935,"Wetland_1275",0.46459919312,12
52.49675,-110.988373,"Terrestrial","Parkland","Swamp","1223",2008,15,74.047201170945,"Terrestrial_1223",0.7660314978,13.3333333333333
52.49675,-110.988373,"Terrestrial","Parkland","Swamp","1223",2015,26,74.0454195624351,"Terrestrial_1223",0.741029170846154,11.5384615384615
52.49675,-110.988373,"Wetland","Parkland","Wet Meadow","1223",2008,25,26.3202052,"Wetland_1223",0.52193514792,20
52.49675,-110.988373,"Wetland","Parkland","Wet Meadow","1223",2015,15,30.151145,"Wetland_1223",0.5894165262,6.66666666666667
52.503891,-110.730148,"Terrestrial","Parkland","Marsh","1224",2008,17,56.6702444971169,"Terrestrial_1224",0.573582392176471,0
52.503891,-110.730148,"Terrestrial","Parkland","Marsh","1224",2015,24,71.3108557629994,"Terrestrial_1224",0.536708048625,0
52.503891,-110.730148,"Wetland","Parkland","Wet Meadow","1224",2008,36,96.8532172,"Wetland_1224",0.510361644777778,13.8888888888889
52.503891,-110.730148,"Wetland","Parkland","Wet Meadow","1224",2015,18,86.6113565,"Wetland_1224",0.476054952277778,0
52.514893,-112.811302,"Terrestrial","Parkland","Marsh","1247",2011,54,76.3517437290076,"Terrestrial_1247",0.708855558574074,46.2962962962963
52.514893,-112.811302,"Wetland","Parkland","Marsh","1247",2011,52,48.344484,"Wetland_1247",0.531675826115385,15.3846153846154
