Protocol,ABMI.Site,Year,Latitude,Longitude,climatic_moisture_defecit,FFP,MAP,MAT,summer_precip
Terrestrial,791,"2,015",55.03458,-112.23311,186.9168694,102,449.1797035,0.9,314
Terrestrial,792,"2,015",55.02652,-112.01304,173.650597,104.1351089,472.6009796,0.998135879,328.349403
Terrestrial,793,"2,015",54.97646,-111.73012,175.9125147,103.54129,463.720877,0.9,324.5461953
Terrestrial,794,"2,015",54.97007,-111.33649,144.3693436,94.81666635,497.363991,0.3,340.1833337
Terrestrial,823,"2,015",54.88382,-112.38463,182.3372852,105,457.122818,1.1,318.122818
Terrestrial,824,"2,015",54.85091,-112.00957,200,106,439.9784135,1.1,309.9784135
Terrestrial,825,"2,015",54.81195,-111.66528,177.2792546,103,459.6805324,0.9,320.6805324
Terrestrial,855,"2,015",54.68202,-112.36311,178.9584344,108,465.8850175,1.3,323.9425087
Terrestrial,856,"2,015",54.65763,-112.05885,193.5430627,108,448,1.3,316
Terrestrial,857,"2,015",54.64097,-111.75976,189.3724907,106,446.0405082,1.2,314.0405082
Terrestrial,989,"2,015",53.85787,-111.74935,238.3001821,113.6699557,423.5862279,1.868616757,305.2561836
Terrestrial,990,"2,015",53.8722,-111.46422,214.2532809,112,439,1.598222569,306
Terrestrial,991,"2,015",53.82388,-111.16709,225.03089,113,429.5558665,1.696948822,299.0305118
Terrestrial,1022,"2,015",53.67614,-111.78859,235.1472393,112,423,1.6,299
Terrestrial,1023,"2,015",53.67129,-111.44961,226.9752149,112.7186307,429,1.6,300
Terrestrial,1024,"2,015",53.63908,-111.22509,231.9353892,113,428.9465473,1.7,299
Terrestrial,1056,"2,015",53.55783,-111.81473,236.4719506,113,419.834224,1.8,298
Terrestrial,1057,"2,015",53.4772,-111.51891,231.9739923,114.9748248,423,1.8,296
Terrestrial,1058,"2,015",53.439,-111.24151,237.1704206,113,425,1.7,298
Terrestrial,1150,"2,015",53.13733,-113.14207,185.9870204,112,485,2.3,341
Terrestrial,1190,"2,015",52.71193,-111.23734,271.1118168,116,428,2.1,291
Terrestrial,1191,"2,015",52.65174,-110.92323,271.2991677,114,424,2.3,286
Terrestrial,1222,"2,015",52.55528,-111.23951,263.5835917,115.3526036,432.3526036,2.235260361,289
Terrestrial,1223,"2,015",52.49675,-110.98837,273.2836751,114,424,2.266714656,282
Terrestrial,1224,"2,015",52.50389,-110.73015,284.5544956,114.9744424,419,2.19744424,275.4652094
Terrestrial,1252,"2,015",52.37108,-111.31731,255.1181602,114.1181602,447.5965202,2.4,294
Terrestrial,1253,"2,015",52.35107,-111.06001,277.9737655,115,420,2.357600971,278
Terrestrial,1254,"2,015",52.31401,-110.77038,298.3293354,116,412.5923798,2.3,269.5923798
Terrestrial,1275,"2,015",52.42512,-113.10715,225.949242,112,456.9120492,2.6,321.9120492
Terrestrial,1276,"2,015",52.38744,-112.8244,235,113,444,2.6,310
Terrestrial,1277,"2,015",52.34712,-112.54894,244.0079884,115,438,2.6,305.9920116
Terrestrial,1303,"2,015",52.2363,-113.1819,224,109,459.8054832,2.7,319
Terrestrial,1304,"2,015",52.17018,-112.89368,245.085947,110.1810644,432,2.618106442,300
Terrestrial,1305,"2,015",52.12421,-112.58119,256.9900107,111,426.0099893,2.7,295
Terrestrial,1332,"2,015",52.08193,-113.25773,240.9278259,106.975942,445.0184056,2.7,303.0184056
Terrestrial,1333,"2,015",52.01934,-112.94685,292.9181231,112.201022,405.1549734,2.935599544,280
Terrestrial,1334,"2,015",51.99153,-112.68545,285.9687936,111,403.0312064,2.9,279.0312064
Terrestrial,1368,"2,015",51.57006,-110.75624,374.0133786,116,335.4062146,2.9,230
Terrestrial,1369,"2,015",51.52145,-110.45863,375.987965,116,327.9932409,2.9,224.9932409
Terrestrial,1370,"2,015",51.46489,-110.1346,392.1166824,114,320,2.895060385,218
Terrestrial,1393,"2,015",51.39843,-110.77002,382.972655,116,322.0715093,3.097265502,222.0715093
Terrestrial,1394,"2,015",51.33243,-110.54927,384.6971601,117,315.2288969,3.2,219
Terrestrial,1395,"2,015",51.28458,-110.26012,406.7341801,118,301.13291,3.2,209.13291
Terrestrial,1417,"2,015",51.17911,-110.88824,408.7528296,118,304.8879201,3.364074965,212.8045416
Terrestrial,1418,"2,015",51.15272,-110.54915,379.5498302,122,317.6255885,3.6,225.1402089
Terrestrial,1419,"2,015",51.1135,-110.34026,416.6367469,120,297.800629,3.5,208.8587743
Terrestrial,1434,"2,015",51.23066,-112.63444,313.0550329,109,388.4315484,3.393949699,264.4315484
Terrestrial,1435,"2,015",51.22554,-112.26999,370.2821654,117.6504536,359.6880528,3.604048305,245
Terrestrial,1436,"2,015",51.15812,-112.06023,386.5827158,118,342.8334873,3.5,232
Terrestrial,1456,"2,015",51.07617,-112.61873,332.1722997,111,384,3.6,255
Terrestrial,1457,"2,015",51.02346,-112.39537,357.2510292,115,374,3.7,248.5736301
Terrestrial,1477,"2,015",50.88052,-112.7347,358.3855742,115.8172998,378,3.981729983,251
Terrestrial,1479,"2,015",50.8038,-112.15189,403,120,342.5524066,3.9,224
Terrestrial,1491,"2,015",50.91288,-114.4304,161.1898725,83.8605678,543.1294369,2.721934963,343.4950024
Terrestrial,1492,"2,015",50.87683,-114.14891,231.7819344,98.84988062,462.159604,3.3,308.0047423
Terrestrial,1506,"2,015",50.38031,-110.30763,432.8280123,120,319,4.3,208
Terrestrial,1510,"2,015",50.70428,-114.48852,131.3071854,76,587.7662776,2.301627366,354.4112803
Terrestrial,1511,"2,015",50.69673,-114.2478,178.5022861,90.12451121,528.7254572,2.946635134,329.5336487
Terrestrial,1512,"2,015",50.63562,-113.94629,282.8955367,102,431.3413447,3.7,281.4660688
Terrestrial,1526,"2,015",50.18217,-110.118,439.2117945,120,324,4.360589726,206
Terrestrial,1529,"2,015",50.55104,-114.46989,132.791217,75.29932511,637.1519777,2.19857987,348.3824147
Terrestrial,1530,"2,015",50.53995,-114.20621,204.7502912,87.82636294,530.4550412,3.1829525,329.1140912
Terrestrial,1531,"2,015",50.50734,-113.97486,274.6190534,99.61905335,449.7379277,3.7,288.3678284
Terrestrial,1544,"2,015",50.06429,-110.39987,437.0498846,123,326,4.6,206
Terrestrial,1545,"2,015",50.01861,-110.14208,435.0964287,121,330,4.400401755,206
Terrestrial,1556,"2,015",50.07165,-112.11253,430.8856039,119.2857788,333.3784096,4.7,208
Terrestrial,1557,"2,015",50.03005,-111.79338,425.3396586,123,341,4.7,213
Terrestrial,1558,"2,015",50.00374,-111.57897,435.4905489,125,338,4.793309371,211
Terrestrial,1573,"2,015",49.89628,-112.10746,420.4198234,124,355.8284301,4.9,213.8284301
Terrestrial,1574,"2,015",49.83321,-111.8561,423.039272,124,353.8636795,4.9,214
Terrestrial,1575,"2,015",49.81501,-111.63848,432,124,345,5,213
Terrestrial,1590,"2,015",49.74318,-112.16703,409,123,369,5,217
Terrestrial,1591,"2,015",49.69278,-111.96044,412,121,363.4510233,4.9,217
Terrestrial,1592,"2,015",49.64445,-111.66178,427.9748699,123,351.9923233,4.997486991,214
Terrestrial,1601,"2,015",49.73746,-113.82578,220.1285693,94.37125735,552.0807326,3.292851165,288.6760743
Terrestrial,1602,"2,015",49.68537,-113.60812,324.1272163,114,454.8727837,4.9,266.0015128
Terrestrial,1603,"2,015",49.67569,-113.35452,339.8812609,117,426.1632359,5.1,261
Terrestrial,1618,"2,015",49.56171,-113.92153,251.365448,107.1360525,541.7706045,4.413605252,297.0213548
Terrestrial,1620,"2,015",49.53423,-113.43855,286.3212293,109.0803073,485.6450483,4.508030733,277.9196927
Terrestrial,1635,"2,015",49.41763,-113.99814,181.8433601,99.01287906,657.684979,3.701287906,330.2409575
Terrestrial,1636,"2,015",49.38817,-113.70506,233.9018704,106,601.8997724,4.4,308.9749431
Terrestrial,1637,"2,015",49.32523,-113.48748,278.9556396,110,549.0438409,4.799948049,294.5219205
Terrestrial,388B,"2,015",57.34112,-111.48172,215.0590849,101,425,-0.699960614,274
Terrestrial,1192B,"2,015",52.66613,-110.69303,273.377405,114.4225587,421,2.116837145,284
Terrestrial,1493B,"2,015",50.81949,-113.87409,287.4985611,106.0882496,415.1162916,3.7,280
Terrestrial,1525B,"2,015",50.21784,-110.2854,441.0692609,121.0021556,323,4.457925644,206
Terrestrial,1,"2,016",59.94313,-110.2824,178.0738184,97,355,-3.9,205
Terrestrial,2,"2,016",60.00878,-112.14697,,,,,
Terrestrial,3,"2,016",59.94268,-111.84908,203.5100099,95,351.4359144,-3,210
Terrestrial,13,"2,016",59.86997,-112.57944,195.9739298,96.85509939,353.0260702,-2.897392983,207
Terrestrial,14,"2,016",59.79697,-112.2309,197.9382147,95.22191142,358.8398739,-2.8,213
Terrestrial,15,"2,016",59.78394,-111.90775,200.0327096,97,356,-2.7,213
Terrestrial,32,"2,016",59.6775,-112.60442,193,97,363,-2.8,215
Terrestrial,33,"2,016",59.64668,-112.27598,192.4987878,96,365.4131245,-2.8,218
Terrestrial,34,"2,016",59.56572,-111.93986,196.2057818,97,366,-2.620578179,219
Terrestrial,63,"2,016",59.41638,-111.65951,196.1459962,99.8540038,366,-2.5,219
Terrestrial,64,"2,016",59.31958,-111.28408,194,100,368,-2.5,220
Terrestrial,65,"2,016",59.31827,-110.9536,184.5207005,100,368,-2.6,218
Terrestrial,91,"2,016",59.21238,-111.77235,191.6783043,99,373.3216957,-2.332237977,225
Terrestrial,92,"2,016",59.18782,-111.37211,192.7365456,101.207646,370,-2.3,222
Terrestrial,93,"2,016",59.16079,-111.06461,183.6651412,100,373,-2.4,223
Terrestrial,121,"2,016",59.01696,-111.44353,191.4169769,101,375,-2.1,226
Terrestrial,122,"2,016",58.93523,-111.10758,186.0196516,102,377,-2.1,227
Terrestrial,234,"2,016",58.41802,-113.04652,222,103,387,-1.2,240
Terrestrial,235,"2,016",58.36757,-112.75727,227.477523,104,387,-1.1,240.0522212
Terrestrial,236,"2,016",58.37433,-112.43607,224.9896154,104,387,-1.1,241
Terrestrial,240,"2,016",58.25197,-111.0481,204.0373373,102.4520567,396.9626627,-1.4,244
Terrestrial,241,"2,016",58.16154,-110.71155,195.9852218,102,401,-1.513592666,246
Terrestrial,242,"2,016",58.15395,-110.41105,190.9707946,100,404,-1.7,248
Terrestrial,264,"2,016",58.25381,-113.1296,218.3876711,104,392.8061645,-1,245
Terrestrial,265,"2,016",58.20767,-112.84294,195.3294154,101.2912953,401.0018942,-1.129224239,251.0009471
Terrestrial,266,"2,016",58.20569,-112.51274,188.0253652,100.4253051,404.1237975,-1.306189875,253.0618987
Terrestrial,270,"2,016",58.02175,-111.16059,205.251257,103.251257,402,-1.2,251
Terrestrial,271,"2,016",58.01449,-110.81307,201.3692671,103,403,-1.315589708,250
Terrestrial,272,"2,016",57.99359,-110.46628,192.9954899,100.0713211,408,-1.59954899,252
Terrestrial,294,"2,016",58.08827,-113.23328,180.480849,97.03683851,415.4991657,-1.49831468,260.9631615
Terrestrial,295,"2,016",58.05516,-112.83833,126.7274373,89,438.9424015,-2.197147396,274.9709276
Terrestrial,296,"2,016",57.98127,-112.56165,124.2006808,83,454.3775747,-2.9,285
Terrestrial,300,"2,016",57.90796,-111.26228,209.458949,104,404,-1,253.544904
Terrestrial,301,"2,016",57.81905,-110.83907,200,101,411,-1.272331892,258
Terrestrial,302,"2,016",57.80382,-110.65305,196.4394515,101.1868495,412,-1.3,258
Terrestrial,323,"2,016",57.93126,-113.27399,156.3666622,91.00000199,436,-1.963860792,274.9973649
Terrestrial,324,"2,016",57.87613,-113.00442,116.333947,82,461.9352045,-2.8,290
Terrestrial,325,"2,016",57.86121,-112.5806,130,82.19865123,456.8013488,-2.780134877,287
Terrestrial,352,"2,016",57.71386,-113.32394,137.6221961,89.53692212,448.4349021,-2.094597824,283.9459782
Terrestrial,353,"2,016",57.68264,-112.9922,128.7750555,86,453,-2.2,288
Terrestrial,354,"2,016",57.68552,-112.63138,122.4668035,84,459.6092257,-2.5,292
Terrestrial,382,"2,016",57.56828,-113.38985,126.3831446,86,459,-2.2,292
Terrestrial,383,"2,016",57.53773,-113.12035,113.1445569,84,462.1677583,-2.3,295
Terrestrial,384,"2,016",57.48289,-112.77554,111.8107065,80,473,-2.599804411,302
Terrestrial,421,"2,016",57.05606,-110.5741,140.1972097,90,464.9925289,-1.618973855,297
Terrestrial,422,"2,016",56.99076,-110.24264,164.3275652,95.83621739,450,-1.216378261,287
Terrestrial,451,"2,016",56.85281,-110.57573,174.5651438,95.48264964,453.0533411,-0.9,292.0533411
Terrestrial,452,"2,016",56.85695,-110.30725,167,96,451.0622894,-1,290
Terrestrial,481,"2,016",56.69881,-110.67323,173.8411803,102.1588197,441.9345527,-0.009337242,287.9312931
Terrestrial,482,"2,016",56.64862,-110.33329,172.5548361,100,445,-0.4,289.5934829
Terrestrial,483,"2,016",56.65163,-110.02491,161.493123,101.8132505,440.0671256,-0.418674954,286.1867495
Terrestrial,497,"2,016",57.02349,-115.62958,191.1295542,94.92079737,451.7912432,-0.807920263,286.0792026
Terrestrial,498,"2,016",57.00326,-115.28751,205,101.3141478,437,-0.3,280
Terrestrial,499,"2,016",56.98638,-114.94482,189.0738195,101,442.9936213,-0.4,285
Terrestrial,506,"2,016",56.73248,-112.73277,183.9114559,96,450,-0.5,297
Terrestrial,507,"2,016",56.70351,-112.36165,175.804486,94,452,-0.5,299
Terrestrial,508,"2,016",56.68286,-112.01478,184.4522429,94,455,-0.55477571,301
Terrestrial,528,"2,016",56.86496,-115.65704,179.0409863,91,462.1730089,-0.987600322,293.8760032
Terrestrial,529,"2,016",56.83756,-115.34473,203.0558097,102,442,-0.10558097,284
Terrestrial,530,"2,016",56.77746,-115.0525,178.3119569,100,452.314323,-0.3314323,291.314323
Terrestrial,537,"2,016",56.58807,-112.77608,177.7447057,95,455,-0.5,302
Terrestrial,538,"2,016",56.54944,-112.45282,180.0557503,94,458,-0.5,304
Terrestrial,539,"2,016",56.50687,-112.16037,187.8803396,96,453.3282602,-0.2,301.3282602
Terrestrial,555,"2,016",56.76223,-117.03964,250,94,415.9831594,0.1,263
Terrestrial,559,"2,016",56.67058,-115.69833,188.0133248,93,458,-0.5,292
Terrestrial,560,"2,016",56.65115,-115.32372,198.0326149,101,449.7462485,0,288.7462485
Terrestrial,561,"2,016",56.63496,-115.01726,169.9082369,96,465,-0.6,301
Terrestrial,568,"2,016",56.39813,-112.71924,174.7343609,95,457.322585,-0.200728201,306
Terrestrial,569,"2,016",56.32915,-112.4249,176,95,459,-0.2,308
Terrestrial,570,"2,016",56.33318,-112.12217,171.4397572,93,462,-0.3,309
Terrestrial,584,"2,016",56.64588,-117.63176,226.5494715,97.84375685,417.2942854,0.3,266
Terrestrial,585,"2,016",56.62619,-117.39534,242.910048,94,412.9755594,0.2,262.4584545
Terrestrial,586,"2,016",56.55817,-117.01792,268,93,407.7393442,0.372589944,258.6133938
Terrestrial,587,"2,016",56.55088,-116.73387,244.8836106,91,426.9483824,0,269.1163894
Terrestrial,588,"2,016",56.56849,-116.37445,217.7216964,91,442.9203138,-0.292031382,279.3579897
Terrestrial,589,"2,016",56.49012,-116.03941,216,95,448.269423,-0.019563126,284.269423
Terrestrial,593,"2,016",56.38547,-114.74607,146.0884151,92,483.444405,-0.8,316
Terrestrial,594,"2,016",56.3459,-114.46526,140.3773669,90,487.9096333,-0.9,320
Terrestrial,595,"2,016",56.33648,-114.09919,147.424532,91,483,-0.8,318
Terrestrial,608,"2,016",55.91721,-110.02763,159.6608959,100,458,-0.3,304
Terrestrial,616,"2,016",56.43682,-117.65735,225.2372802,99,416,0.5,265
Terrestrial,617,"2,016",56.44331,-117.36986,239.0298452,93,412,0.3,262
Terrestrial,618,"2,016",56.38592,-117.01288,261.3232585,91,414.8771955,0.3,262.8773651
Terrestrial,619,"2,016",56.34537,-116.7113,225.543208,87.18106934,437.8189307,-0.1,275.8189307
Terrestrial,620,"2,016",56.37255,-116.4063,223.2503647,92,442,0,279
Terrestrial,621,"2,016",56.3318,-116.14184,212.2717802,94,449.3379069,0.1,285
Terrestrial,625,"2,016",56.21249,-114.84966,166,97,476,-0.2,313
Terrestrial,626,"2,016",56.22192,-114.47826,148.3901462,94.21341402,481,-0.5,317
Terrestrial,627,"2,016",56.18155,-114.14048,154.2620554,94,481,-0.5,319
Terrestrial,640,"2,016",55.71085,-110.06527,155.383711,99,461,-0.3,308
Terrestrial,648,"2,016",56.25784,-117.67172,221.763569,101,430,0.7,272
Terrestrial,649,"2,016",56.24622,-117.34125,283.5834771,96.74405846,399,0.81357057,256
Terrestrial,650,"2,016",56.22944,-117.11011,269.1924329,91,411.8481966,0.4,260.8075671
Terrestrial,651,"2,016",56.22181,-116.83249,237.9445489,88,432.055464,0,272.055464
Terrestrial,652,"2,016",56.1651,-116.44439,207.386866,89,456.6305893,-0.1,287.6305893
Terrestrial,653,"2,016",56.14823,-116.12028,197.803504,90,467,-0.1,296
Terrestrial,657,"2,016",56.02858,-114.89291,130.000122,100,504.000122,0.2,337
Terrestrial,658,"2,016",56.04654,-114.52177,150.628698,99,480.1126381,0,321
Terrestrial,659,"2,016",55.97717,-114.19803,150.2735631,94.73611874,487,-0.3,322
Terrestrial,672,"2,016",55.52975,-110.11398,148.017152,97,465.7151775,-0.2,313.7151775
Terrestrial,697,"2,016",55.55992,-112.07217,150.4898405,88,480.6195866,-0.1,330
Terrestrial,698,"2,016",55.54783,-111.74979,153.4320963,90,478,-0.1,328
Terrestrial,699,"2,016",55.49782,-111.41719,152.1232373,91,480,-0.1,327
Terrestrial,728,"2,016",55.37416,-112.14655,151.9322198,90.2183892,479.8518218,0.1,332.6527368
Terrestrial,729,"2,016",55.38662,-111.82774,157.2751175,91,476,0.173106334,328
Terrestrial,730,"2,016",55.30897,-111.49716,161,94,474,0.2,326.9812521
Terrestrial,759,"2,016",55.24849,-112.25108,181.0714773,98.73712259,449,0.6,313.2628774
Terrestrial,760,"2,016",55.16457,-111.92387,170.9883921,95.99806535,470,0.5,328
Terrestrial,761,"2,016",55.15635,-111.65616,172.2332688,97,468.9090445,0.6,326.0711567
Terrestrial,826,"2,016",54.78475,-111.48144,176.3690665,101.8440103,461.5674071,0.8,321.3584348
Terrestrial,827,"2,016",54.73756,-111.11461,190.3636112,104,450.140239,0.829439732,312.7056027
Terrestrial,828,"2,016",54.70514,-110.82078,177.6947375,103,456,0.7,315
Terrestrial,858,"2,016",54.61285,-111.48675,183.011249,105.6825288,452.4728501,1.1,316.3174712
Terrestrial,859,"2,016",54.52368,-111.1481,201.7037103,107.0417767,440.5854797,1.2,307
Terrestrial,860,"2,016",54.53939,-110.87734,200.6627735,107,444.2582371,1.074176291,308
Terrestrial,890,"2,016",54.43114,-111.54433,196.7533141,109,440.612989,1.4,310.612989
Terrestrial,892,"2,016",54.36624,-110.99492,208.2828516,111,423.0025657,1.4,296
Terrestrial,923,"2,016",54.23311,-111.66065,166.7553976,109.0826023,479.2888589,1.4,335.2888589
Terrestrial,924,"2,016",54.23647,-111.34038,162.9956473,109,486.6818721,1.399564734,338.9956473
Terrestrial,925,"2,016",54.1634,-110.9902,217.47723,113,420.0345261,1.6,292.5796187
Terrestrial,956,"2,016",54.04571,-111.69119,198,110,450.9980437,1.599804373,319
Terrestrial,957,"2,016",54.04162,-111.40308,191.0385677,112,454.9614323,1.5,317
Terrestrial,958,"2,016",53.97518,-111.10926,204.4979539,112,441,1.5,302.1019299
Terrestrial,1284,"2,016",52.07151,-110.52028,329.1783948,116,384.0121222,2.5,253
Terrestrial,1285,"2,016",52.06676,-110.28882,321.397689,114.79335,372.9747422,2.4,251.79335
Terrestrial,1312,"2,016",51.90989,-110.56259,350.3839323,117,367.466134,2.685006629,244.466134
Terrestrial,1313,"2,016",51.8866,-110.30791,349.0200765,115.6306883,354.6285937,2.6,241
Terrestrial,1314,"2,016",51.81288,-110.02056,358.4965747,117,344,2.7,238
Terrestrial,1341,"2,016",51.70083,-110.63555,354.1328744,116,344.3900368,2.9,236
Terrestrial,1342,"2,016",51.70112,-110.42244,362.3780872,117,339.2322304,2.8,233
Terrestrial,1343,"2,016",51.64683,-110.09978,379.1773154,116,331,2.8,226.0667432
Terrestrial,1362,"2,016",51.75812,-112.46145,311.4003158,112,389,3.1,266
Terrestrial,1363,"2,016",51.72006,-112.10558,323.7835859,113,384.996125,3.1,261
Terrestrial,1364,"2,016",51.69033,-111.87515,318.4882383,113,382,2.9,256.9861464
Terrestrial,1387,"2,016",51.57246,-112.4742,312.9334291,111,381,3.2,264
Terrestrial,1389,"2,016",51.52292,-111.88457,331,115,380,3,254
Terrestrial,1411,"2,016",51.41224,-112.58736,358.1419143,118.0869739,362,3.708697395,256
Terrestrial,1412,"2,016",51.39874,-112.25328,309.8064002,109.9466246,386.2060519,3.2,265.2831937
Terrestrial,1413,"2,016",51.33112,-111.98505,349.1310864,114.1310864,357.998714,3.3,242.998714
Terrestrial,1428,"2,016",51.45927,-114.29638,191.0836142,94,480.9158948,2.999983634,344.9157312
Terrestrial,1429,"2,016",51.37336,-114.02216,208.7023946,99,469.1775604,3.137092927,333.1775604
Terrestrial,1430,"2,016",51.37708,-113.72921,279.0670145,108,425,3.4,286.960984
Terrestrial,1443,"2,016",50.87767,-110.08648,439.6504722,121,297.5277268,3.83431391,207.964194
Terrestrial,1450,"2,016",51.24296,-114.37545,211.3857902,88.40995767,461.9831126,2.839307025,313.3970982
Terrestrial,1451,"2,016",51.20337,-114.09251,238.0049301,99.42628026,433.1504994,3.3,308.5752497
Terrestrial,1465,"2,016",50.75003,-110.18914,431.6681842,120.6457797,301,3.8,208.0276246
Terrestrial,1471,"2,016",51.06423,-114.41946,217.7322846,93,467.206005,3.034718804,310.3798711
Terrestrial,1472,"2,016",51.036,-114.12894,251.9280244,105.3307965,413.338407,3.4,286.338407
Terrestrial,1473,"2,016",51.04768,-113.79539,282.1056419,107,408,3.6,282.5358454
Terrestrial,1486,"2,016",50.56228,-110.20327,437.0971613,121,307.865806,4,206
Terrestrial,1500,"2,016",50.58823,-111.90289,386.6600572,121,367.3399428,3.9,228.9333569
Terrestrial,1501,"2,016",50.57227,-111.634,409.3729576,120,333.7983182,4,217
Terrestrial,1520,"2,016",50.4181,-111.73897,412,121,342.6442337,4.1,219
Terrestrial,1538,"2,016",50.26035,-112.08604,416.9604859,122,348,4.437874255,222
Terrestrial,1539,"2,016",50.22192,-111.80877,421,122,342,4.4,217
Terrestrial,1550,"2,016",50.25319,-113.74477,293.17436,106,443.7754956,4.1,273
Terrestrial,1551,"2,016",50.2294,-113.43517,339,114,405,4.5,259
Terrestrial,1552,"2,016",50.24643,-113.18664,350.6847578,114.7978509,403,4.5,252.3152422
Terrestrial,1567,"2,016",50.08177,-113.78947,276.9093456,102.4528113,460.9999782,3.948442862,273.7735835
Terrestrial,1568,"2,016",50.05959,-113.4661,335.1788637,113,415.3578275,4.6,258
Terrestrial,1569,"2,016",50.04941,-113.26286,351.0509278,116,407,4.7,250
Terrestrial,1584,"2,016",49.94407,-113.86014,237.4655485,95.42213916,501.5824129,3.365901078,276.1704946
Terrestrial,1585,"2,016",49.91553,-113.54253,334.5621021,114,425.5621021,4.8,260
Terrestrial,1586,"2,016",49.87864,-113.28587,348,116,401,4.9,257
Terrestrial,1595,"2,016",49.56297,-110.83182,436.2722968,118.0059886,338.9940114,4.8,211.9940114
Terrestrial,1610,"2,016",49.45359,-111.43785,428,123.6888222,358,5.000105553,211
Terrestrial,1611,"2,016",49.39549,-111.2329,434.4773588,122,343.6775777,5.047735879,212
Terrestrial,1628,"2,016",49.21538,-111.21735,443,122,339,5.2,215
Terrestrial,1629,"2,016",49.17863,-110.98966,457.5809753,121,331,5.2,211
Terrestrial,1644,"2,016",49.12735,-111.57002,444.8271532,122,322,5.233112989,207
Terrestrial,1645,"2,016",49.06185,-111.23576,397.9802142,122.0091945,383.0105912,5.4,236.6312442
Terrestrial,1651,"2,016",49.12649,-113.18291,282.8967357,109.9507777,536.515484,4.880459888,302
Terrestrial,1652,"2,016",49.11323,-112.90578,302.7649636,102,443.055028,4.131459354,268.5051619
Terrestrial,1653,"2,016",49.07976,-112.65642,351.746423,105,382.0024327,4.537321603,256.626784
Terrestrial,891B,"2,016",54.3843,-111.24311,203.0941433,109,440.9058567,1.3,307.8818808
Terrestrial,1388B,"2,016",51.5336,-112.2374,274.0140283,106.1075198,399.1542656,2.9,272.1542656
Terrestrial,1452B,"2,016",51.18357,-113.8511,264.7973399,104,416.1013301,3.403828692,293.139617
Terrestrial,1612B,"2,016",49.35735,-110.87006,462.1029487,121,326,5,205
Terrestrial,1627B,"2,016",49.26749,-111.50427,430.3665946,119.2774592,330.1506327,5.1,210.1506327
Wetland,OGW-1053,2011,53.62239,-112.7524,190.2183405,115,443.5715671,2.2,319
Wetland,OGW-1119,"2,011",53.30423,-112.84014,185.00099,112,467.7643875,2.200098998,331.00099
Wetland,OGW-1155,"2,011",52.96412,-111.70158,229.4683674,116,434.9692696,2.2,307.4457468
Wetland,OGW-1190,"2,011",52.71193,-111.23734,271.1118168,116,428,2.1,291
Wetland,OGW-1192,"2,011",52.66613,-110.69303,273.377405,114.4225587,421,2.116837145,284
Wetland,OGW-1247,"2,011",52.51489,-112.8113,231.1724477,113,449.8275523,2.6,314.8275523
Wetland,OGW-128,"2,013",59.44768,-119.10129,165.8666511,88,404,-3.2,244
Wetland,OGW-1431,"2,013",51.36167,-113.43542,304.9909264,111,412.9909264,3.4,272
Wetland,OGW-1438,"2,013",51.10179,-111.48717,421.1080964,113,319,3.2,213
Wetland,OGW-1470,"2,011",51.13845,-114.70644,165.3328829,77.43637401,534.0303622,2.48593435,333
Wetland,OGW-1538,"2,013",50.26035,-112.08604,416.9604859,122,348,4.437874255,222
Wetland,OGW-1545,"2,013",50.01861,-110.14208,435.0964287,121,330,4.400401755,206
Wetland,OGW-1558,"2,013",50.00374,-111.57897,435.4905489,125,338,4.793309371,211
Wetland,OGW-1614,"2,013",49.26315,-110.41176,452.2845937,114.5552784,336.4447216,4.591779566,202
Wetland,OGW-1649,"2,013",49.19124,-113.80299,148.0702098,102,764.7515168,3.8,356.6706867
Wetland,OGW-276,"2,013",58.54435,-119.28928,156.4020122,90.87876546,424.8633022,-2.212123454,263.1212345
Wetland,OGW-358,"2,015",57.49789,-111.37566,214,103.7299858,417,-0.7,267
Wetland,OGW-418,"2,013",57.19672,-111.56298,225.7515378,105,419.123403,-0.134265029,272.3426503
Wetland,OGW-448,"2,013",57.00475,-111.50598,209.9204664,106,423,0.1,278.5548907
Wetland,OGW-469,"2,011",57.09745,-114.57381,172,97.05586258,452,-0.9,290
Wetland,OGW-485,"2,012",57.26129,-119.44898,153.2131917,97,458,-0.4,286
Wetland,OGW-511,"2,015",56.55365,-111.02831,186.8143816,98.98049072,456,-0.1,297.0195093
Wetland,OGW-527,"2,011",56.8416,-115.99861,168.987532,87.84970659,463.5515559,-1.115029341,294.0689127
Wetland,OGW-540,"2,015",56.45413,-111.73918,187.1518689,95.14867126,456.8481311,-0.1,303
Wetland,OGW-543,"2,012",56.36729,-110.80702,185.9043404,99,457.9201255,-0.192012551,300.9201255
Wetland,OGW-560,"2,013",56.65115,-115.32372,198.0326149,101,449.7462485,0,288.7462485
Wetland,OGW-580,"2,012",56.70006,-118.93256,118.1537337,95,506.1603858,-0.4,313
Wetland,OGW-599,"2,014",56.22306,-112.85662,167.9975546,91,467.3771601,-0.4,313.3771601
Wetland,OGW-636,"2,013",55.88141,-111.40276,147.961475,88,483,-0.6,326
Wetland,OGW-652,"2,012",56.1651,-116.44439,207.386866,89,456.6305893,-0.1,287.6305893
Wetland,OGW-685,"2,012",55.95209,-115.88905,138.1411344,99.27277545,510.0517671,0.6,337
