Protocol,ABMI.Site,Year,Latitude,Longitude,NSRNAME,NRNAME
Terrestrial,1556,2015,50.071648,-112.112526,Dry Mixedgrass,Grassland
Terrestrial,1557,2015,50.030048,-111.793381,Dry Mixedgrass,Grassland
Terrestrial,1558,2015,50.003742,-111.578972,Dry Mixedgrass,Grassland
Terrestrial,1573,2015,49.896278,-112.10746,Dry Mixedgrass,Grassland
Terrestrial,1574,2015,49.83321,-111.856102,Dry Mixedgrass,Grassland
Terrestrial,1575,2015,49.81501,-111.638481,Dry Mixedgrass,Grassland
Terrestrial,1590,2015,49.743179,-112.16703,Dry Mixedgrass,Grassland
Terrestrial,1591,2015,49.692783,-111.960442,Dry Mixedgrass,Grassland
Terrestrial,1592,2015,49.644451,-111.661781,Dry Mixedgrass,Grassland
Terrestrial,1601,2015,49.737457,-113.825783,Foothills Fescue,Grassland
Terrestrial,1602,2015,49.685371,-113.608124,Mixedgrass,Grassland
Terrestrial,1603,2015,49.675694,-113.354515,Mixedgrass,Grassland
Terrestrial,1618,2015,49.561714,-113.921532,Foothills Fescue,Grassland
Terrestrial,1620,2015,49.534229,-113.438545,Foothills Fescue,Grassland
Terrestrial,1635,2015,49.417633,-113.998138,Foothills Fescue,Grassland
Terrestrial,1636,2015,49.388168,-113.705055,Foothills Fescue,Grassland
Terrestrial,1637,2015,49.325226,-113.48748,Foothills Fescue,Grassland
Terrestrial,1493B,2015,50.819489,-113.874092,Foothills Fescue,Grassland
Terrestrial,1525B,2015,50.217842,-110.2854,Dry Mixedgrass,Grassland
Terrestrial,1284,2016,52.071507,-110.520279,Northern Fescue,Grassland
Terrestrial,1285,2016,52.066765,-110.288818,Northern Fescue,Grassland
Terrestrial,1312,2016,51.909885,-110.562592,Northern Fescue,Grassland
Terrestrial,1313,2016,51.886597,-110.307915,Northern Fescue,Grassland
Terrestrial,1314,2016,51.812878,-110.020561,Northern Fescue,Grassland
Terrestrial,1341,2016,51.700825,-110.635551,Dry Mixedgrass,Grassland
Terrestrial,1342,2016,51.701118,-110.42244,Dry Mixedgrass,Grassland
Terrestrial,1343,2016,51.646828,-110.099785,Northern Fescue,Grassland
Terrestrial,1362,2016,51.758121,-112.461449,Northern Fescue,Grassland
Terrestrial,1363,2016,51.720058,-112.105583,Northern Fescue,Grassland
Terrestrial,1364,2016,51.690331,-111.875153,Northern Fescue,Grassland
Terrestrial,1387,2016,51.572464,-112.474205,Northern Fescue,Grassland
Terrestrial,1389,2016,51.522919,-111.884567,Dry Mixedgrass,Grassland
Terrestrial,1411,2016,51.412235,-112.587357,Northern Fescue,Grassland
Terrestrial,1412,2016,51.398739,-112.253281,Northern Fescue,Grassland
Terrestrial,1413,2016,51.33112,-111.985046,Dry Mixedgrass,Grassland
Terrestrial,1429,2016,51.373363,-114.022156,Foothills Fescue,Grassland
Terrestrial,1430,2016,51.377083,-113.72921,Foothills Fescue,Grassland
Terrestrial,1443,2016,50.87767,-110.086479,Dry Mixedgrass,Grassland
Terrestrial,1451,2016,51.203373,-114.092514,Foothills Fescue,Grassland
Terrestrial,1465,2016,50.750031,-110.18914,Dry Mixedgrass,Grassland
Terrestrial,1473,2016,51.047684,-113.795387,Foothills Fescue,Grassland
Terrestrial,1486,2016,50.562279,-110.20327,Dry Mixedgrass,Grassland
Terrestrial,1500,2016,50.588234,-111.902893,Dry Mixedgrass,Grassland
Terrestrial,1501,2016,50.572273,-111.634003,Dry Mixedgrass,Grassland
Terrestrial,1520,2016,50.418095,-111.738968,Dry Mixedgrass,Grassland
Terrestrial,1538,2016,50.260353,-112.086037,Dry Mixedgrass,Grassland
Terrestrial,1539,2016,50.221924,-111.808769,Dry Mixedgrass,Grassland
Terrestrial,1550,2016,50.253185,-113.744774,Foothills Fescue,Grassland
Terrestrial,1551,2016,50.229401,-113.435173,Mixedgrass,Grassland
Terrestrial,1552,2016,50.246426,-113.186638,Mixedgrass,Grassland
Terrestrial,1567,2016,50.081772,-113.789474,Foothills Fescue,Grassland
Terrestrial,1568,2016,50.059593,-113.466103,Mixedgrass,Grassland
Terrestrial,1569,2016,50.049408,-113.262856,Mixedgrass,Grassland
Terrestrial,1584,2016,49.944073,-113.860138,Foothills Fescue,Grassland
Terrestrial,1585,2016,49.915531,-113.542526,Mixedgrass,Grassland
Terrestrial,1586,2016,49.878643,-113.285866,Mixedgrass,Grassland
Terrestrial,1595,2016,49.562969,-110.831818,Dry Mixedgrass,Grassland
Terrestrial,1610,2016,49.45359,-111.437851,Dry Mixedgrass,Grassland
Terrestrial,1611,2016,49.395493,-111.232903,Dry Mixedgrass,Grassland
Terrestrial,1628,2016,49.215382,-111.217354,Dry Mixedgrass,Grassland
Terrestrial,1629,2016,49.17863,-110.98966,Dry Mixedgrass,Grassland
Terrestrial,1644,2016,49.127346,-111.570023,Dry Mixedgrass,Grassland
Terrestrial,1645,2016,49.061848,-111.235756,Dry Mixedgrass,Grassland
Terrestrial,1651,2016,49.126488,-113.182915,Foothills Fescue,Grassland
Terrestrial,1652,2016,49.113228,-112.905777,Foothills Fescue,Grassland
Terrestrial,1653,2016,49.079758,-112.656418,Mixedgrass,Grassland
Terrestrial,1388B,2016,51.5336,-112.237404,Northern Fescue,Grassland
Terrestrial,1452B,2016,51.183567,-113.851097,Foothills Fescue,Grassland
Terrestrial,1612B,2016,49.357346,-110.870064,Dry Mixedgrass,Grassland
Terrestrial,1627B,2016,49.26749,-111.504272,Dry Mixedgrass,Grassland
Terrestrial,OG-1054,2014,53.575809,-112.461479,Central Parkland,Parkland
Terrestrial,OG-1122,2014,53.164841,-111.919342,Central Parkland,Parkland
Terrestrial,OG-1190,2014,52.711926,-111.237335,Central Parkland,Parkland
Terrestrial,OG-1331,2014,52.052853,-113.565216,Central Parkland,Parkland
Terrestrial,OG-1054,2011,53.575809,-112.461479,Central Parkland,Parkland
Terrestrial,OG-1090,2011,53.310478,-111.583099,Central Parkland,Parkland
Terrestrial,OG-1122,2011,53.164841,-111.919342,Central Parkland,Parkland
Terrestrial,OG-1160,2011,52.789253,-110.302109,Central Parkland,Parkland
Terrestrial,OG-1190,2011,52.711926,-111.237335,Central Parkland,Parkland
Terrestrial,OG-1218,2011,52.677601,-112.46682,Central Parkland,Parkland
Terrestrial,OG-1248,2011,52.534279,-112.548889,Central Parkland,Parkland
Terrestrial,OG-1275,2011,52.425117,-113.107147,Central Parkland,Parkland
Terrestrial,OG-1331,2011,52.052853,-113.565216,Central Parkland,Parkland
Terrestrial,OG-1334,2011,51.991528,-112.685448,Central Parkland,Parkland
Terrestrial,OG-1256,2013,52.224518,-110.166168,Central Parkland,Parkland
Terrestrial,OG-1383,2013,51.733898,-113.641487,Central Parkland,Parkland
Terrestrial,OG-992,2014,53.79871,-110.807312,Central Parkland,Parkland
Terrestrial,OG-1015,2014,53.951626,-113.908455,Central Parkland,Parkland
Terrestrial,OG-1028,2014,53.460358,-110.053764,Central Parkland,Parkland
Terrestrial,OG-1057,2014,53.477196,-111.518913,Central Parkland,Parkland
Terrestrial,OG-1126,2014,53.057522,-110.746841,Central Parkland,Parkland
Terrestrial,OG-1183,2014,52.943401,-113.24958,Central Parkland,Parkland
Terrestrial,OG-1254,2014,52.314011,-110.770378,Central Parkland,Parkland
Terrestrial,OG-1427,2014,51.468899,-114.585999,Foothills Parkland,Parkland
Terrestrial,649,2007,56.246216,-117.341248,Peace River Parkland,Parkland
Terrestrial,1118,2007,53.305931,-113.126549,Central Parkland,Parkland
Terrestrial,1149,2007,53.197906,-113.480789,Central Parkland,Parkland
Terrestrial,1150,2007,53.137333,-113.142067,Central Parkland,Parkland
Terrestrial,1252,2007,52.371078,-111.317314,Central Parkland,Parkland
Terrestrial,1253,2007,52.351074,-111.060013,Central Parkland,Parkland
Terrestrial,1254,2007,52.314011,-110.770378,Central Parkland,Parkland
Terrestrial,1083,2008,53.542648,-113.67466,Central Parkland,Parkland
Terrestrial,1116,2008,53.393127,-113.735886,Central Parkland,Parkland
Terrestrial,1117,2008,53.338966,-113.41288,Central Parkland,Parkland
Terrestrial,1148,2008,53.224121,-113.7714,Central Parkland,Parkland
Terrestrial,1190,2008,52.711926,-111.237335,Central Parkland,Parkland
Terrestrial,1191,2008,52.651737,-110.923225,Central Parkland,Parkland
Terrestrial,1192,2008,52.66613,-110.693031,Central Parkland,Parkland
Terrestrial,1222,2008,52.555283,-111.23951,Central Parkland,Parkland
Terrestrial,1223,2008,52.49675,-110.988373,Central Parkland,Parkland
Terrestrial,1224,2008,52.503891,-110.730148,Central Parkland,Parkland
Terrestrial,1084,2009,53.507713,-113.385124,Central Parkland,Parkland
Terrestrial,1277,2009,52.347122,-112.548943,Central Parkland,Parkland
Terrestrial,1303,2009,52.236301,-113.1819,Central Parkland,Parkland
Terrestrial,1305,2009,52.124207,-112.581192,Central Parkland,Parkland
Terrestrial,1511,2009,50.696735,-114.247803,Foothills Parkland,Parkland
Terrestrial,1428,2010,51.459274,-114.296379,Central Parkland,Parkland
Terrestrial,1450,2010,51.242962,-114.37545,Foothills Parkland,Parkland
Terrestrial,1471,2010,51.064228,-114.419464,Foothills Parkland,Parkland
Terrestrial,1472,2010,51.035999,-114.128944,Foothills Parkland,Parkland
Terrestrial,1492,2010,50.876835,-114.148911,Foothills Parkland,Parkland
Terrestrial,983,2011,54.068432,-113.534599,Central Parkland,Parkland
Terrestrial,1016,2011,53.931473,-113.623085,Central Parkland,Parkland
Terrestrial,1050,2011,53.734978,-113.59774,Central Parkland,Parkland
Terrestrial,1051,2011,53.680462,-113.307594,Central Parkland,Parkland
Terrestrial,1052,2011,53.667416,-113.022034,Central Parkland,Parkland
Terrestrial,1056,2011,53.557827,-111.814735,Central Parkland,Parkland
Terrestrial,1057,2011,53.477196,-111.518913,Central Parkland,Parkland
Terrestrial,1058,2011,53.439003,-111.241508,Central Parkland,Parkland
Terrestrial,1092,2011,53.237061,-111.039818,Central Parkland,Parkland
Terrestrial,1093,2011,53.20842,-110.676216,Central Parkland,Parkland
Terrestrial,1094,2011,53.154987,-110.481522,Central Parkland,Parkland
Terrestrial,1125,2011,53.075481,-111.074829,Central Parkland,Parkland
Terrestrial,1126,2011,53.057522,-110.746841,Central Parkland,Parkland
Terrestrial,1127,2011,52.982647,-110.506638,Central Parkland,Parkland
Terrestrial,1157,2011,52.911358,-111.092903,Central Parkland,Parkland
Terrestrial,1158,2011,52.857689,-110.823265,Central Parkland,Parkland
Terrestrial,1159,2011,52.850491,-110.611206,Central Parkland,Parkland
Terrestrial,1184,2011,52.959965,-112.997902,Central Parkland,Parkland
Terrestrial,1185,2011,52.893475,-112.683708,Central Parkland,Parkland
Terrestrial,1186,2011,52.850006,-112.413055,Central Parkland,Parkland
Terrestrial,1216,2011,52.746243,-113.018776,Central Parkland,Parkland
Terrestrial,1217,2011,52.726601,-112.709099,Central Parkland,Parkland
Terrestrial,1218,2011,52.677601,-112.46682,Central Parkland,Parkland
Terrestrial,1246,2011,52.577667,-113.085838,Central Parkland,Parkland
Terrestrial,1247,2011,52.514893,-112.811302,Central Parkland,Parkland
Terrestrial,1248,2011,52.534279,-112.548889,Central Parkland,Parkland
Terrestrial,1275,2011,52.425117,-113.107147,Central Parkland,Parkland
Terrestrial,1276,2011,52.387444,-112.824402,Central Parkland,Parkland
Terrestrial,1304,2011,52.170185,-112.893677,Central Parkland,Parkland
Terrestrial,1332,2011,52.081928,-113.257729,Central Parkland,Parkland
Terrestrial,1333,2011,52.019337,-112.946854,Central Parkland,Parkland
Terrestrial,1334,2011,51.991528,-112.685448,Central Parkland,Parkland
Terrestrial,834,2013,55.265808,-118.930534,Peace River Parkland,Parkland
Terrestrial,835,2013,55.209026,-118.61084,Peace River Parkland,Parkland
Terrestrial,1278,2013,52.287441,-112.278847,Central Parkland,Parkland
Terrestrial,1357,2013,51.950893,-113.804253,Central Parkland,Parkland
Terrestrial,1358,2013,51.934963,-113.583092,Central Parkland,Parkland
Terrestrial,1359,2013,51.837631,-113.303398,Central Parkland,Parkland
Terrestrial,1360,2013,51.835041,-112.96685,Central Parkland,Parkland
Terrestrial,1381,2013,51.787006,-114.146881,Central Parkland,Parkland
Terrestrial,1382,2013,51.740936,-113.919395,Central Parkland,Parkland
Terrestrial,1383,2013,51.733898,-113.641487,Central Parkland,Parkland
Terrestrial,1405,2013,51.57692,-114.218719,Central Parkland,Parkland
Terrestrial,1406,2013,51.565754,-114.0187,Central Parkland,Parkland
Terrestrial,992,2014,53.79871,-110.807312,Central Parkland,Parkland
Terrestrial,993,2014,53.771446,-110.54866,Central Parkland,Parkland
Terrestrial,1193,2014,52.620422,-110.348671,Central Parkland,Parkland
Terrestrial,1194,2014,52.549477,-110.093994,Central Parkland,Parkland
Terrestrial,1225,2014,52.414051,-110.432747,Central Parkland,Parkland
Terrestrial,1226,2014,52.411137,-110.134407,Central Parkland,Parkland
Terrestrial,1255,2014,52.231152,-110.482674,Central Parkland,Parkland
Terrestrial,1256,2014,52.224518,-110.166168,Central Parkland,Parkland
Terrestrial,1384,2014,51.671181,-113.333687,Central Parkland,Parkland
Terrestrial,1056,2015,53.557827,-111.814735,Central Parkland,Parkland
Terrestrial,1057,2015,53.477196,-111.518913,Central Parkland,Parkland
Terrestrial,1058,2015,53.439003,-111.241508,Central Parkland,Parkland
Terrestrial,1150,2015,53.137333,-113.142067,Central Parkland,Parkland
Terrestrial,1190,2015,52.711926,-111.237335,Central Parkland,Parkland
Terrestrial,1191,2015,52.651737,-110.923225,Central Parkland,Parkland
Terrestrial,1222,2015,52.555283,-111.23951,Central Parkland,Parkland
Terrestrial,1223,2015,52.49675,-110.988373,Central Parkland,Parkland
Terrestrial,1224,2015,52.503891,-110.730148,Central Parkland,Parkland
Terrestrial,1252,2015,52.371078,-111.317314,Central Parkland,Parkland
Terrestrial,1253,2015,52.351074,-111.060013,Central Parkland,Parkland
Terrestrial,1254,2015,52.314011,-110.770378,Central Parkland,Parkland
Terrestrial,1275,2015,52.425117,-113.107147,Central Parkland,Parkland
Terrestrial,1276,2015,52.387444,-112.824402,Central Parkland,Parkland
Terrestrial,1277,2015,52.347122,-112.548943,Central Parkland,Parkland
Terrestrial,1303,2015,52.236301,-113.1819,Central Parkland,Parkland
Terrestrial,1304,2015,52.170185,-112.893677,Central Parkland,Parkland
Terrestrial,1305,2015,52.124207,-112.581192,Central Parkland,Parkland
Terrestrial,1332,2015,52.081928,-113.257729,Central Parkland,Parkland
Terrestrial,1333,2015,52.019337,-112.946854,Central Parkland,Parkland
Terrestrial,1334,2015,51.991528,-112.685448,Central Parkland,Parkland
Terrestrial,1492,2015,50.876835,-114.148911,Foothills Parkland,Parkland
Terrestrial,1511,2015,50.696735,-114.247803,Foothills Parkland,Parkland
Terrestrial,1192B,2015,52.66613,-110.693031,Central Parkland,Parkland
Terrestrial,649,2016,56.246216,-117.341248,Peace River Parkland,Parkland
Terrestrial,1428,2016,51.459274,-114.296379,Central Parkland,Parkland
Terrestrial,1450,2016,51.242962,-114.37545,Foothills Parkland,Parkland
Terrestrial,1471,2016,51.064228,-114.419464,Foothills Parkland,Parkland
Terrestrial,1472,2016,51.035999,-114.128944,Foothills Parkland,Parkland
Terrestrial,1133,2007,53.568523,-118.216782,Subalpine,Rocky Mountain
Terrestrial,1135,2007,53.542233,-117.69146,Subalpine,Rocky Mountain
Terrestrial,1491,2009,50.91288,-114.430405,Montane,Rocky Mountain
Terrestrial,1510,2009,50.704277,-114.488518,Montane,Rocky Mountain
Terrestrial,1529,2009,50.551044,-114.469887,Montane,Rocky Mountain
Terrestrial,1201,2010,53.183056,-117.467247,Subalpine,Rocky Mountain
Terrestrial,1202,2010,53.117416,-117.186401,Subalpine,Rocky Mountain
Terrestrial,995,2011,54.434975,-119.971832,Subalpine,Rocky Mountain
Terrestrial,997,2011,54.385773,-119.370354,Subalpine,Rocky Mountain
Terrestrial,1030,2011,54.213634,-119.750648,Subalpine,Rocky Mountain
Terrestrial,1231,2011,52.991432,-117.452957,Subalpine,Rocky Mountain
Terrestrial,1232,2011,52.969749,-117.215393,Subalpine,Rocky Mountain
Terrestrial,1233,2011,52.951374,-116.918106,Subalpine,Rocky Mountain
Terrestrial,1260,2011,52.82333,-117.458916,Alpine,Rocky Mountain
Terrestrial,1261,2011,52.760242,-117.170143,Alpine,Rocky Mountain
Terrestrial,1262,2011,52.799728,-116.950195,Subalpine,Rocky Mountain
Terrestrial,1580,2012,49.631435,-110.293648,Montane,Rocky Mountain
Terrestrial,1491,2015,50.91288,-114.430405,Montane,Rocky Mountain
Terrestrial,1510,2015,50.704277,-114.488518,Montane,Rocky Mountain
Terrestrial,1529,2015,50.551044,-114.469887,Montane,Rocky Mountain
Wetland,OGW-1053,2011,53.622387,-112.752403,Dry Mixedwood,Boreal
Wetland,OGW-1119,2011,53.304234,-112.840141,Dry Mixedwood,Boreal
Wetland,OGW-128,2013,59.447678,-119.101288,Northern Mixedwood,Boreal
Wetland,OGW-276,2013,58.54435,-119.289284,Lower Boreal Highlands,Boreal
Wetland,OGW-358,2015,57.497894,-111.375656,Athabasca Plain,Boreal
Wetland,OGW-418,2013,57.196716,-111.562981,Central Mixedwood,Boreal
Wetland,OGW-448,2013,57.004749,-111.505981,Central Mixedwood,Boreal
Wetland,OGW-469,2011,57.097446,-114.573807,Central Mixedwood,Boreal
Wetland,OGW-485,2012,57.261295,-119.448982,Lower Boreal Highlands,Boreal
Wetland,OGW-511,2015,56.553654,-111.028305,Central Mixedwood,Boreal
Wetland,OGW-527,2011,56.841602,-115.998611,Lower Boreal Highlands,Boreal
Wetland,OGW-540,2015,56.454128,-111.739182,Central Mixedwood,Boreal
Wetland,OGW-543,2012,56.367294,-110.807022,Central Mixedwood,Boreal
Wetland,OGW-560,2013,56.651146,-115.323715,Central Mixedwood,Boreal
Wetland,OGW-580,2012,56.700062,-118.932564,Upper Boreal Highlands,Boreal
Wetland,OGW-599,2014,56.223064,-112.856621,Central Mixedwood,Boreal
Wetland,OGW-636,2013,55.881409,-111.402763,Lower Boreal Highlands,Boreal
Wetland,OGW-652,2012,56.165104,-116.444389,Central Mixedwood,Boreal
Wetland,OGW-685,2012,55.952091,-115.889046,Central Mixedwood,Boreal
Wetland,OGW-714,2013,55.793797,-116.56929,Central Mixedwood,Boreal
Wetland,OGW-717,2013,55.742378,-115.578911,Central Mixedwood,Boreal
Wetland,OGW-754,2011,55.403595,-113.770721,Central Mixedwood,Boreal
Wetland,OGW-790,2015,55.093498,-112.52639,Central Mixedwood,Boreal
Wetland,OGW-829,2011,54.672474,-110.546539,Central Mixedwood,Boreal
Wetland,OGW-860,2015,54.539394,-110.877342,Dry Mixedwood,Boreal
Wetland,OGW-990,2015,53.872204,-111.464218,Dry Mixedwood,Boreal
Wetland,W-1017,2011,53.878666,-113.254288,Dry Mixedwood,Boreal
Wetland,W-1022,2011,53.67614,-111.788589,Dry Mixedwood,Boreal
Wetland,W-1022,2015,53.67614,-111.788589,Dry Mixedwood,Boreal
Wetland,W-1023,2011,53.671288,-111.449608,Dry Mixedwood,Boreal
Wetland,W-1024,2011,53.639076,-111.22509,Dry Mixedwood,Boreal
Wetland,W-1024,2015,53.639076,-111.22509,Dry Mixedwood,Boreal
Wetland,W-1079,2013,53.71125,-114.873329,Dry Mixedwood,Boreal
Wetland,W-1085,2007,53.485844,-113.120331,Dry Mixedwood,Boreal
Wetland,W-1112,2013,53.505585,-114.96003,Dry Mixedwood,Boreal
Wetland,W-120,2011,59.063084,-111.784248,Central Mixedwood,Boreal
Wetland,W-121,2011,59.016956,-111.443527,Peace-Athabasca Delta,Boreal
Wetland,W-121,2016,59.016956,-111.443527,Peace-Athabasca Delta,Boreal
Wetland,W-125,2014,58.865517,-110.195,Athabasca Plain,Boreal
Wetland,W-128,2014,59.447678,-119.101288,Northern Mixedwood,Boreal
Wetland,W-1298,2014,52.394562,-114.640388,Dry Mixedwood,Boreal
Wetland,W-1299,2014,52.350571,-114.307846,Dry Mixedwood,Boreal
Wetland,W-13,2016,59.869965,-112.579437,Northern Mixedwood,Boreal
Wetland,W-130,2014,59.372177,-118.382347,Lower Boreal Highlands,Boreal
Wetland,W-1328,2014,52.160652,-114.464409,Dry Mixedwood,Boreal
Wetland,W-134,2013,59.327,-117.027519,Northern Mixedwood,Boreal
Wetland,W-1354,2008,52.060474,-114.732391,Dry Mixedwood,Boreal
Wetland,W-1355,2008,51.966812,-114.440094,Dry Mixedwood,Boreal
Wetland,W-1356,2013,51.942356,-114.136139,Dry Mixedwood,Boreal
Wetland,W-1380,2008,51.793423,-114.455902,Dry Mixedwood,Boreal
Wetland,W-149,2010,58.861977,-111.826012,Peace-Athabasca Delta,Boreal
Wetland,W-15,2009,59.783936,-111.907753,Northern Mixedwood,Boreal
Wetland,W-15,2016,59.783936,-111.907753,Northern Mixedwood,Boreal
Wetland,W-151,2010,58.768562,-111.240944,Peace-Athabasca Delta,Boreal
Wetland,W-152,2012,58.781075,-110.862381,Athabasca Plain,Boreal
Wetland,W-153,2012,58.732189,-110.518013,Athabasca Plain,Boreal
Wetland,W-154,2012,58.704395,-110.185188,Athabasca Plain,Boreal
Wetland,W-157,2014,59.255928,-119.221596,Lower Boreal Highlands,Boreal
Wetland,W-158,2014,59.225224,-118.862061,Lower Boreal Highlands,Boreal
Wetland,W-159,2014,59.227409,-118.438774,Lower Boreal Highlands,Boreal
Wetland,W-163,2012,59.105827,-117.153389,Northern Mixedwood,Boreal
Wetland,W-164,2012,59.125423,-116.707664,Northern Mixedwood,Boreal
Wetland,W-178,2010,58.662365,-111.971893,Peace-Athabasca Delta,Boreal
Wetland,W-179,2010,58.667915,-111.615341,Peace-Athabasca Delta,Boreal
Wetland,W-180,2010,58.592373,-111.314796,Peace-Athabasca Delta,Boreal
Wetland,W-181,2012,58.554272,-110.968216,Peace-Athabasca Delta,Boreal
Wetland,W-186,2014,59.08355,-119.146049,Central Mixedwood,Boreal
Wetland,W-187,2014,59.021698,-118.882507,Central Mixedwood,Boreal
Wetland,W-188,2014,59.057106,-118.481262,Central Mixedwood,Boreal
Wetland,W-192,2012,58.978397,-117.153389,Central Mixedwood,Boreal
Wetland,W-194,2013,58.878773,-116.427071,Lower Boreal Highlands,Boreal
Wetland,W-207,2010,58.477882,-112.052505,Peace-Athabasca Delta,Boreal
Wetland,W-208,2010,58.485924,-111.694931,Peace-Athabasca Delta,Boreal
Wetland,W-209,2010,58.441406,-111.346474,Peace-Athabasca Delta,Boreal
Wetland,W-210,2012,58.363522,-110.99514,Athabasca Plain,Boreal
Wetland,W-212,2012,58.3046,-110.380775,Athabasca Plain,Boreal
Wetland,W-216,2007,58.868587,-119.264351,Central Mixedwood,Boreal
Wetland,W-217,2007,58.858131,-118.82579,Central Mixedwood,Boreal
Wetland,W-225,2014,58.699387,-116.201263,Central Mixedwood,Boreal
Wetland,W-226,2014,58.645638,-115.816162,Central Mixedwood,Boreal
Wetland,W-234,2016,58.418022,-113.046516,Central Mixedwood,Boreal
Wetland,W-235,2016,58.367569,-112.757271,Central Mixedwood,Boreal
Wetland,W-237,2013,58.346821,-112.116707,Peace-Athabasca Delta,Boreal
Wetland,W-238,2013,58.276688,-111.740158,Central Mixedwood,Boreal
Wetland,W-241,2016,58.161541,-110.711548,Athabasca Plain,Boreal
Wetland,W-242,2012,58.15395,-110.411049,Athabasca Plain,Boreal
Wetland,W-247,2007,58.71748,-118.933899,Central Mixedwood,Boreal
Wetland,W-255,2014,58.544712,-116.205025,Dry Mixedwood,Boreal
Wetland,W-256,2014,58.471012,-115.886955,Dry Mixedwood,Boreal
Wetland,W-257,2014,58.448845,-115.548409,Dry Mixedwood,Boreal
Wetland,W-262,2013,58.348625,-113.829971,Central Mixedwood,Boreal
Wetland,W-263,2013,58.288086,-113.508781,Central Mixedwood,Boreal
Wetland,W-264,2016,58.253811,-113.129601,Central Mixedwood,Boreal
Wetland,W-265,2016,58.207672,-112.842941,Central Mixedwood,Boreal
Wetland,W-266,2016,58.205688,-112.512741,Central Mixedwood,Boreal
Wetland,W-268,2013,58.141891,-111.783432,Athabasca Plain,Boreal
Wetland,W-269,2013,58.078594,-111.46656,Athabasca Plain,Boreal
Wetland,W-271,2012,58.014492,-110.813072,Athabasca Plain,Boreal
Wetland,W-271,2016,58.014492,-110.813072,Athabasca Plain,Boreal
Wetland,W-277,2007,58.522884,-118.900536,Central Mixedwood,Boreal
Wetland,W-285,2014,58.306347,-116.238853,Dry Mixedwood,Boreal
Wetland,W-286,2014,58.288662,-115.932106,Dry Mixedwood,Boreal
Wetland,W-287,2014,58.311996,-115.564857,Dry Mixedwood,Boreal
Wetland,W-292,2013,58.147423,-113.858948,Central Mixedwood,Boreal
Wetland,W-293,2013,58.125996,-113.567711,Central Mixedwood,Boreal
Wetland,W-299,2013,57.914551,-111.574265,Athabasca Plain,Boreal
Wetland,W-3,2009,59.94268,-111.849083,Northern Mixedwood,Boreal
Wetland,W-3,2016,59.94268,-111.849083,Northern Mixedwood,Boreal
Wetland,W-300,2012,57.907963,-111.262276,Athabasca Plain,Boreal
Wetland,W-300,2016,57.907963,-111.262276,Athabasca Plain,Boreal
Wetland,W-301,2012,57.819054,-110.839073,Central Mixedwood,Boreal
Wetland,W-301,2016,57.819054,-110.839073,Central Mixedwood,Boreal
Wetland,W-314,2008,58.188782,-116.312378,Dry Mixedwood,Boreal
Wetland,W-315,2008,58.116947,-115.983871,Central Mixedwood,Boreal
Wetland,W-316,2008,58.078323,-115.619331,Central Mixedwood,Boreal
Wetland,W-32,2016,59.677498,-112.604416,Northern Mixedwood,Boreal
Wetland,W-328,2014,57.726879,-111.551453,Athabasca Plain,Boreal
Wetland,W-329,2007,57.668869,-111.269035,Athabasca Plain,Boreal
Wetland,W-329,2015,57.668869,-111.269035,Athabasca Plain,Boreal
Wetland,W-33,2011,59.646675,-112.275978,Northern Mixedwood,Boreal
Wetland,W-330,2015,57.668617,-110.962219,Central Mixedwood,Boreal
Wetland,W-34,2009,59.56572,-111.939857,Northern Mixedwood,Boreal
Wetland,W-34,2016,59.56572,-111.939857,Northern Mixedwood,Boreal
Wetland,W-345,2008,57.963055,-115.693504,Central Mixedwood,Boreal
Wetland,W-354,2016,57.685524,-112.631378,Upper Boreal Highlands,Boreal
Wetland,W-357,2014,57.548332,-111.660538,Central Mixedwood,Boreal
Wetland,W-358,2007,57.497894,-111.375656,Athabasca Plain,Boreal
Wetland,W-362,2011,57.377434,-110.07328,Athabasca Plain,Boreal
Wetland,W-388,2015,57.341125,-111.48172,Central Mixedwood,Boreal
Wetland,W-389,2015,57.299912,-111.113747,Central Mixedwood,Boreal
Wetland,W-398,2012,57.739853,-118.077888,Central Mixedwood,Boreal
Wetland,W-406,2013,57.584728,-115.434669,Central Mixedwood,Boreal
Wetland,W-407,2013,57.508667,-115.175079,Central Mixedwood,Boreal
Wetland,W-408,2013,57.492027,-114.845024,Central Mixedwood,Boreal
Wetland,W-416,2011,57.262726,-112.114517,Central Mixedwood,Boreal
Wetland,W-418,2013,57.196716,-111.562981,Central Mixedwood,Boreal
Wetland,W-421,2012,57.056065,-110.574104,Central Mixedwood,Boreal
Wetland,W-429,2012,57.544125,-117.802765,Lower Boreal Highlands,Boreal
Wetland,W-444,2015,57.164497,-112.87368,Central Mixedwood,Boreal
Wetland,W-446,2011,57.059208,-112.259789,Central Mixedwood,Boreal
Wetland,W-447,2012,57.008949,-111.88485,Central Mixedwood,Boreal
Wetland,W-450,2013,56.909969,-110.963531,Central Mixedwood,Boreal
Wetland,W-451,2011,56.852806,-110.575729,Central Mixedwood,Boreal
Wetland,W-467,2013,57.188461,-115.144821,Central Mixedwood,Boreal
Wetland,W-473,2015,57.02507,-113.249763,Central Mixedwood,Boreal
Wetland,W-474,2015,56.952862,-112.872215,Central Mixedwood,Boreal
